発売年月	レーベル	タイトル	著者	イラスト	ISBN	通巻番号	整理番号	ページ数	補足
200601	X文庫ティーンズハート	リボンのない贈りものでつかまえて	秋野ひとみ	赤羽みちえ	4-06-259618-0		あ1-65	239	
200601	X文庫ティーンズハート	アナトゥール星伝 19　緑の守護神 (下)	折原みと	折原みと	4-06-259620-2		お1-49	237	
200601	パレット文庫	秀麗学院高校物語 (25)　伝説の少年	七海花音	おおや和美	4-09-421535-2		な3-65	199	
200601	パレット文庫	石榴石にくちづけを	深山くのえ	こうじま奈月	4-09-421604-9		み3-4	213	
200601	パレット文庫	まなざしを指に絡めて	きたざわ尋子	金ひかる	4-09-421621-9		き2-1	227	
200602	電撃文庫	お留守バンシー	小河正岳	戸部淑	4-8402-3300-4	1213	お-10-1	252	[第12回電撃小説大賞＜大賞＞]
200602	電撃文庫	哀しみキメラ	来楽零	柳原澪	4-8402-3301-2	1214	ら-1-1	299	[第12回電撃小説大賞＜金賞＞]
200602	電撃文庫	狼と香辛料	支倉凍砂	文倉十	4-8402-3302-0	1215	は-8-1	329	[第12回電撃小説大賞＜銀賞＞]
200602	電撃文庫	火目の巫女	杉井光	かわぎしけいたろう	4-8402-3303-9	1216	す-9-1	325	[第12回電撃小説大賞＜銀賞＞]
200602	電撃文庫	灼眼のシャナ XII	高橋弥七郎	いとうのいぢ	4-8402-3304-7	1217	た-14-16	253	
200602	電撃文庫	座敷童にできるコト (4)	七飯宏隆	池田陽介	4-8402-3305-5	1218	な-11-5	305	
200602	電撃文庫	半分の月がのぼる空 6　life goes on	橋本紡	山本ケイジ	4-8402-3306-3	1219	は-2-22	271	
200602	電撃文庫	キーリ VIII　死者たちは荒野に永眠る (上)	壁井ユカコ	田上俊介	4-8402-3307-1	1220	か-10-9	289	
200602	電撃文庫	アスラクライン (3)　やまいはきから	三雲岳斗	和狸ナオ	4-8402-3308-X	1221	み-3-18	263	
200602	電撃文庫	想いはいつも線香花火 (3)	一色銀河	ゆい	4-8402-3309-8	1222	い-2-7	287	
200602	電撃文庫	奇蹟の表現 III　竜	結城充考	KEI	4-8402-3310-1	1223	ゆ-2-3	259	
200602	電撃文庫	F II	坂入慎一	凪良	4-8402-3311-X	1224	さ-7-5	372	
200602	電撃文庫	麒麟は一途に恋をする 5	志村一矢	椎名優	4-8402-3312-8	1225	し-7-13	289	
200602	電撃文庫	ぼくと魔女式アポカリプス	水瀬葉月	藤原々々	4-8402-3313-6	1226	み-7-4	355	
200602	電撃ゲーム文庫	魔界戦記ディスガイア2　ダークヒーロー哀歌	安曽了	原田たけひと、toi8、へかとん	4-8402-3398-5	1255	J35-03	258	
200602	富士見ファンタジア文庫	紅牙のルビーウルフ 2　面影人魚	淡路帆希	椎名優	4-8291-1794-X	1192	157-2	261	
200602	富士見ファンタジア文庫	BLACK BLOOD BROTHERS 5　―ブラック・ブラッド・ブラザーズ　風雲急告―	あざの耕平	草河遊也	4-8291-1795-8	1193	96-7	312	
200602	富士見ファンタジア文庫	封仙娘娘追宝録・奮闘編 (5)　最後の宝貝	ろくごまるに	ひさいちよしき	4-8291-1796-6	1194	51-15	280	
200602	富士見ファンタジア文庫	魔法戦士リウイ ファーラムの剣　牧歌の国の魔法戦士	水野良	横田守	4-8291-1798-2	1196	100-16	235	
200602	富士見ファンタジア文庫	黄昏の刻 4　漆黒の戦慄	吉村夜	すみ兵	4-8291-1799-0	1197	105-10	309	
200602	富士見ファンタジア文庫	殺×愛 2　―きるらぶ TWO―	風見周	G・むにょ	4-8291-1800-8	1198	121-5	293	
200602	富士見ファンタジア文庫	煉獄のエスクード 3　RHYTHM RED BEAT BLACK	貴子潤一郎	ともぞ	4-8291-1801-6	1199	132-5	397	
200602	富士見ファンタジア文庫	七人の武器屋　結婚式をプロデュース！	大楽絢太	今野隼史	4-8291-1802-4	1200	158-2	298	
200602	角川スニーカー文庫	シェアード・ワールド・ノベルズ　リボーンリバース　暗い路のヘカテ	篠谷志乃、友野詳、川人忠明	安達洋介	4-04-415234-9	14102	52-61	278	
200602	角川スニーカー文庫	Add　機械の息子	仁木健	椋本夏夜	4-04-429508-5	14105	171-8	330	
200602	角川スニーカー文庫	交響詩篇エウレカセブン 2　UNKNOWN PLEASURE	杉原智則　原作：BONES	岸和田ロビン	4-04-430006-2	14106	174-12	424	
200602	角川スニーカー文庫	タマラセ　ボンクラたちのララバイ	六塚光	日向悠二	4-04-470705-7	14107	179-5	427	
200602	角川スニーカー文庫	マキゾエホリック　Case1:転校生という名の記号	東亮太	Nino	4-04-472001-0	14109	191-1	301	
200602	ファミ通文庫	狂乱家族日記 四さつめ	日日日	x6suke	4-7577-2620-1	573	あ8 1-4	476	
200602	ファミ通文庫	スイートホームスイート 1　世界で一番いらない遺産	佐々原史緒	カヅキレン	4-7577-2622-8	574	さ3 4-1	284	
200602	ファミ通文庫	シャイニング・ティアーズ　神竜の剣	加納新太	Tony	4-7577-2623-6	579	S10 1-2	282	
200602	ファミ通文庫	塵骸魔京　～ファンタスティカ・オブ・ナイン～	海法紀光	なまにくATK	4-7577-2624-4	580	J2 1-1	221	
200602	ファミ通文庫	D.C.P.C.～ダ・カーポ～プラスコミュニケーション　桜色のドルチェ	岡崎いずみ	みけおう	4-7577-2625-2	581	D8 1-3	223	
200602	ファミ通文庫	アイドルマスター (2)　ときめきのSummer Days	斎藤ゆうすけ	オイコ	4-7577-2626-0	582	I3 1-2	222	
200602	ファミ通文庫	永遠のフローズンチョコレート	扇智史	ワダアルコ	4-7577-2627-9	575	お4 3-1	251	
200602	ファミ通文庫	ランブリング・カレイド　＜星穹の女帝＞戦	高瀬彼方	日吉丸晃	4-7577-2658-9	576	た3 1-1	381	
200602	ファミ通文庫	たぬきつ！ (1)	秋津透	裕龍ながれ	4-7577-2659-7	577	あ1 4-1	242	
200602	ファミ通文庫	だめあね☆　へいらっしゃいませ、ご主人様！	葛西伸哉	うなじ	4-7577-2660-0	578	か2 4-1	254	
200602	MF文庫J	ゼロの使い魔 7　銀の降臨祭	ヤマグチノボル	兎塚エイジ	4-8401-1501-X		や-01-08	262	
200602	MF文庫J	パラケルススの娘 3　仮面舞踏会の夜	五代ゆう	岸田メル	4-8401-1502-8		こ-02-03	261	
200602	MF文庫J	魔法鍵師カルナの冒険 (4)　世界で一番好きなあなたへ	月見草平	銀八	4-8401-1504-4		つ-01-04	263	
200602	MF文庫J	青葉くんとウチュウ・ジン 2　Xマス・スクランブル	松野秋鳴	超肉	4-8401-1505-2		ま-01-02	259	
200602	MF文庫J	ホワイトデー上等。	三浦勇雄	屡那	4-8401-1506-0		み-01-03	261	
200602	MF文庫J	ノエイン　もうひとりの君へ (1)	浅川美也　原作：赤根和樹、サテライト	松本文男	4-8401-1507-9		あ-03-01	252	
200602	スーパーダッシュ文庫	R.O.D 第十一巻	倉田英之、スタジオオルフェ	羽音たらく	4-08-630280-2		く1-11	224	
200602	スーパーダッシュ文庫	テイルズ オブ ジ アビス 1　～聖なる焔と七ノ歌～	結城聖	松竹徳幸	4-08-630281-0		ゆ1-13	251	
200602	スーパーダッシュ文庫	バトル・モラトリアム	淺沼広太	介錯	4-08-630282-9		あ3-14	242	
200602	スーパーダッシュ文庫	ノルマルク戦記 1　滅びの星の皇子	赤城毅	小河原亮	4-08-630283-7		あ8-1	298	
200602	スーパーダッシュ文庫	ノルマルク戦記 2　異端者たちの軍旗	赤城毅	小河原亮	4-08-630284-5		あ8-2	271	
200602	富士見ミステリー文庫	かりん　増血記　恥じらいダイアリー (1)	甲斐透　原作:影崎由那	影崎由那	4-8291-6339-9	239	FM53-07	250	
200602	富士見ミステリー文庫	らぶとラブる!?　恋愛ジャンクション	早見裕司	桐野霞	4-8291-6340-2	240	FM35-07	254	
200602	富士見ミステリー文庫	遠く6マイルの彼女	ヤマグチノボル	松本規之	4-8291-6341-0	241	FM63-02	304	
200602	富士見ミステリー文庫	SHI-NO ―シノ―　黒き魂の少女	上月雨音	東条さかな	4-8291-6342-9	242	FM76-01	241	[第5回富士見ヤングミステリー大賞＜最終選考作＞]
200602	GA文庫	シャムロック　「灼熱のメイドポリス ですぅ～」	沢上水也	西脇ゆぅり	4-7973-3447-9	6	さ-02-01	265	
200602	GA文庫	ガジェット・ポップ～蒸気帝国騒動記～	川崎康宏	友紀克彦	4-7973-3448-7	7	か-02-01	241	
200602	GA文庫	神種―シェンシード―	渡辺仙州	哉井涼	4-7973-3451-7	8	わ-01-01	385	
200602	メガミ文庫	ラムネ	鴻野貴光　原作：ねこねこソフト	近藤源一郎	4-05-903507-6	7		177	
200602	ソノラマ文庫	倒凶十将伝　巻之拾参	庄司卓	結賀さとる	4-257-76899-1	899	し 2-13	392	
200602	ソノラマ文庫	ARIEL番外編 2　家出艦長の里帰り	笹本祐一	鈴木雅久	4-257-77066-X	1066	さ 2-39	251	
200602	トクマ・ノベルズEdge	メフィストの魔弾　愛の毒薬	嬉野秋彦	広瀬総士	4-19-850689-2			228	
200602	トクマ・ノベルズEdge	ヤングガン・カルナバル　銃と恋人といま生きている実感	深見真	蕗野冬	4-19-850694-9			247	
200602	トクマ・ノベルズEdge	護樹騎士団物語 III　騎士団への道	水月郁見	鈴木理華	4-19-850696-5			231	
200602	ソノラマノベルス	聖刻1092　聖都 《壱》	千葉暁	草なぎ琢仁	4-257-01082-7			426	
200602	ZIGZAG NOVELS	バトルジャッジ	秋津透	百瀬寿	4-434-07345-1			284	
200602	ZIGZAG NOVELS	悪魔のシッポ	いわなみちくま	金田榮路	4-434-07346-X			272	
200602	エンターブレイン	ネアラ　2 滅びゆく王国とライオンの騎士	S・D・サリヴァン　訳：安田均、柘殖めぐみ		4-7577-2694-5			518	
200602	コバルト文庫	星降る夜の恋がたり	あさぎり夕	あさぎり夕	4-08-600717-7		あ13-37	220	
200602	コバルト文庫	流血女神伝　喪の女王 3	須賀しのぶ	船戸明里	4-08-600718-5		す5-56	277	
200602	コバルト文庫	聖霊狩り　冥界の罠	瀬川貴次	星野和夏子	4-08-600719-3		せ1-21	200	
200602	コバルト文庫	ガイユの書　薔薇の灰に恋がれ	響野夏菜	凱王安也子	4-08-600720-7		ひ5-68	251	
200602	コバルト文庫	～リアランの竜騎士と少年王～　黒騎士とローマの青い薔薇	花衣沙久羅	小島榊	4-08-600721-5		か8-39	229	
200602	コバルト文庫	声を聞かせて　白の迷宮	久藤冬貴	猫屋くりこ	4-08-600722-3		く8-8	233	
200602	コバルト文庫	カナリア・ファイル　～金蚕蠱～	毛利志生子	増田恵	4-08-600723-1		も2-21	264	
200602	コバルト文庫	桃源の薬　星の杖と暁の花	山本瑤	香坂ゆう	4-08-600724-X		や6-10	229	
200602	コバルト文庫	天国の門衛	七穂美也子	橘皆無	4-08-600725-8		な6-16	227	
200602	コバルト文庫	シャイニングウィザード　ハルマゲドンバスター！	嬉野秋彦	上田信舟	4-08-600726-6		う3-11	265	
200602	コバルト文庫	シャリアンの魔炎 5	ゆうきりん	高屋未央	4-08-600727-4		ゆ4-28	224	
200602	コバルト文庫	聖海のサンドリオン	さくまゆうこ	沙月ゆう	4-08-600728-2		さ9-18	237	
200602	コバルト文庫	天を支える者　古戀唄 3	前田珠子	明咲トウル	4-08-600729-0		ま2-71	204	
200602	角川ビーンズ文庫	マスケティア・ルージュ　亡国の公女	志麻友紀	さいとうちほ	4-04-445119-2		BB3-18	227	
200602	角川ビーンズ文庫	彩雲国物語　光降る碧の大地	雪乃紗衣	由羅カイリ	4-04-449909-8		BB46-9	255	
200602	角川ビーンズ文庫	バルハールの姫君	雨川恵	桃季さえ	4-04-450705-8		BB52-5	219	
200602	X文庫ホワイトハート	プラチナ通りに恋が舞う	伊郷ルウ	氷栗優	4-06-255855-6		いF-28	230	
200602	X文庫ホワイトハート	花と香木の宵　少年花嫁	岡野麻里安	穂波ゆきね	4-06-255856-4		おB-48	302	
200602	X文庫ホワイトハート	龍の純情、Dr.の情熱	樹生かなめ	奈良千春	4-06-255857-2		きD-06	221	
200602	X文庫ホワイトハート	湾岸25時　恋愛処方箋	檜原まり子	桜遼	4-06-255859-9		ひD-04	312	
200602	X文庫ホワイトハート	隻手の声　鬼籍通覧 (4)	椹野道流	山田ユギ	4-06-255860-2		ふC-32	332	
200602	X文庫ホワイトハート	禁断のシンクロニティ　葛城パートナーズ	水島忍	すがはら竜	4-06-255861-0		みJ-01	229	
200602	パレット文庫	Sでごめんね	南原兼	こうじま奈月	4-09-421594-8		な7-14	203	
200603	電撃文庫	リリアとトレイズ III　イクストーヴァの一番長い日 <上>	時雨沢恵一	黒星紅白	4-8402-3342-X	1228	し-8-16	249	
200603	電撃文庫	撲殺天使ドクロちゃん (7)	おかゆまさき	とりしも	4-8402-3343-8	1229	お-7-7	251	
200603	電撃文庫	しにがみのバラッド。 (8)	ハセガワケイスケ	七草	4-8402-3344-6	1230	は-4-9	315	
200603	電撃文庫	私立！三十三間堂学院 (3)	佐藤ケイ	かみやまねき	4-8402-3345-4	1231	さ-4-16	367	
200603	電撃文庫	サンダーガール！ 2　牙ノ鳥	鈴木鈴	片瀬優	4-8402-3346-2	1232	す-5-11	345	
200603	電撃文庫	開かれた密室　Being As Unfixed	佐竹彬	千野えなが	4-8402-3347-0	1233	さ-11-3	351	
200603	電撃文庫	空ノ鐘の響く惑星で (10)	渡瀬草一郎	岩崎美奈子	4-8402-3348-9	1234	わ-4-20	314	
200603	電撃文庫	黎明の戦女神 3	中里融司	田阪新之助	4-8402-3349-7	1235	な-2-20	325	
200603	電撃文庫	彼女は帰星子女 2	上野遊	あかざ	4-8402-3350-0	1236	う-3-2	301	
200603	電撃文庫	ゆらゆらと揺れる海の彼方 (6)	近藤信義	えびね	4-8402-3351-9	1237	こ-7-6	545	
200603	電撃文庫	カレとカノジョと召喚魔法 (6)	上月司	BUNBUN	4-8402-3352-7	1238	こ-8-6	311	
200603	電撃文庫	とらドラ！	竹宮ゆゆこ	ヤス	4-8402-3353-5	1239	た-20-3	249	
200603	電撃文庫	ストロベリー・パニック！ (1)	公野櫻子	たくみなむち	4-8402-3354-3	1240	き-3-2	323	
200603	電撃ゲーム文庫	乙女的恋革命★ラブレボ!!　SCHOOL DIARY★	SHINOVU★	由良	4-8402-3341-1	1227	J44-01	191	
200603	富士見ファンタジア文庫	ストレイト・ジャケット 7　イケニエのヒツジ　～THE SACRIFICE 1st.HALF～	榊一郎	藤城陽	4-8291-1797-4	1195	88-30	410	
200603	富士見ファンタジア文庫	鋼殻のレギオス	雨木シュウスケ	深遊	4-8291-1803-2	1201	143-6	314	
200603	富士見ファンタジア文庫	火魅子炎戦記 6	舞阪洸	ゆきやなぎ	4-8291-1804-0	1202	98-22	331	
200603	富士見ファンタジア文庫	〈骨牌使い〉の鏡 I	五代ゆう	宮城	4-8291-1805-9	1203	43-7	284	
200603	富士見ファンタジア文庫	召喚教師リアルバウトハイスクール 13	雑賀礼史	いのうえ空	4-8291-1806-7	1204	66-21	172	
200603	富士見ファンタジア文庫	9TAILS III　―ナイン・テイルズ　刻の終わりに―	南房秀久	シンゴ	4-8291-1807-5	1205	68-21	347	
200603	富士見ファンタジア文庫	まぶらほ　～ふっかつの巻・ほくとう～	築地俊彦	駒都えーじ	4-8291-1808-3	1206	99-20	309	
