発売年月	レーベル	タイトル	著者	イラスト	ISBN	通巻番号	整理番号	ページ数	補足
197607	ソノラマ文庫	海の見える窓	杉森久英	横塚繁	4-257-76039-7	39	24-B	379	
197607	ソノラマ文庫	六一八の秘密	野村胡堂	武部本一郎	4-257-76040-0	40	39-B	249	
197607	ソノラマ文庫	海を呼ぶ青年	草川俊	小沢重行	4-257-76041-9	41	13-A	317	
197607	コバルト文庫	若い愛はみどり	佐伯千秋				002-C		
197607	コバルト文庫	燃えた海	佐伯千秋				002-D		
197607	コバルト文庫	純白のウエディングドレス	赤松光夫				010-A		
197607	コバルト文庫	おとなは知らない	富島健夫		4-08-610012-6		001-C		
197607	コバルト文庫	きみが心は	富島健夫		4-08-610013-4		001-D		
197607	コバルト文庫	卒業の前	吉田とし		4-08-610016-9		003-C		
197607	コバルト文庫	青春はいじわる	佐藤愛子		4-08-610017-7		006-B		
197607	コバルト文庫	初めてのデイト	川上宗薫		4-08-610018-5		009-A		
197608	ソノラマ文庫	ヨルダンの蒼いつぼ	水上勉	中山正美	4-257-76042-7	42	46-A	221	
197608	ソノラマ文庫	虹魚は海に消えた	加納一朗	岩井泰三	4-257-76043-5	43	8-E	250	
197608	ソノラマ文庫	黄金の指紋	横溝正史	田村元	4-257-76044-3	44	54-D	254	
197608	コバルト文庫	かなしみの海	川上宗薫				009-B		
197608	コバルト文庫	リラの愛・むらさき	三木澄子				004-B		
197608	コバルト文庫	純子の実験	富島健夫		4-08-610020-7		001-E		
197608	コバルト文庫	ふたりの恋の物語	富島健夫		4-08-610021-5		001-F		
197608	コバルト文庫	十七歳の歌	富島健夫		4-08-610022-3		001-G		
197608	コバルト文庫	花と風の季節	佐伯千秋		4-08-610023-1		002-E		
197608	コバルト文庫	素足の青春	佐伯千秋		4-08-610024-X		002-F		
197608	コバルト文庫	若き日の詩集	編：新川和江		4-08-610025-8		008-B		
197609	ソノラマ文庫	謎の環状列石	藤村正太	武部本一郎	4-257-76045-1	45	43-B	254	
197609	ソノラマ文庫	盗作・高校殺人事件	辻真先	畑農照雄	4-257-76046-X	46	つ 1- 6	286	
197609	ソノラマ文庫	仮面城	横溝正史	田村元	4-257-76047-8	47	54-E	254	
197609	コバルト文庫	涙の川をわたれ	佐伯千秋				002-G		
197609	コバルト文庫	その愛は野の花	清川妙				007-B		
197609	コバルト文庫	青い実の冒険	藤木靖子				011-A		
197609	コバルト文庫	愛の鳥いつはばたく	桐村杏子				012-A		
197609	コバルト文庫	朝雲の序曲	富島健夫		4-08-610028-2		001-H		
197609	コバルト文庫	悪友同士	富島健夫		4-08-610029-0		001-I		
197609	コバルト文庫	遠い初恋	佐伯千秋		4-08-610031-2		002-H		
197609	コバルト文庫	誰かいませんか	吉田とし		4-08-610032-0		003-D		
197610	ソノラマ文庫	新学期だ、麻薬を捨てろ	夏文彦	黒田征太郎	4-257-76048-6	48	38-A	286	
197610	ソノラマ文庫	小説・佐武と市捕物控	辻真先　原作：石森章太郎	石森章太郎	4-257-76049-4	49	29-B	253	
197610	ソノラマ文庫	夜光怪人	横溝正史	田村元	4-257-76050-8	50	54-F		
197610	コバルト文庫	戦いの日々は青春	上条逸雄				013-A		
197610	コバルト文庫	加奈子 (上)	小山内美江子				015-A		
197610	コバルト文庫	加奈子 (下)	小山内美江子				015-B		
197610	コバルト文庫	恋するまで	富島健夫		4-08-610036-3		001-J		
197610	コバルト文庫	あした若者たちは	佐伯千秋		4-08-610037-1		002-I		
197610	コバルト文庫	青春の白い城	赤松光夫		4-08-610038-X		010-B		
197610	コバルト文庫	ひとり生きる麻子	三浦哲郎		4-08-610040-1		014-A		
197610	コバルト文庫	愛と死のかたみ	山口清人、山口久代		4-08-610043-6		016-A		
197611	ソノラマ文庫	白いオオカミは撃つな　サウンド・ハンター (2)	和田頴太	山野辺進	4-257-76051-6	51	57-B	250	
197611	ソノラマ文庫	放課後の殺人者	仁賀克雄	江口まひろ	4-257-76052-4	52	21-A		
197611	ソノラマ文庫	蝋面博士	横溝正史	田村元	4-257-76053-2	53	54-G		
197611	ソノラマ文庫	ミラクル少女	加納一朗	祐天寺三郎	4-257-76054-0	54	8-F	222	
197611	コバルト文庫	続 青い太陽	佐伯千秋				002-K		
197611	コバルト文庫	友情の設計	吉田とし				003-E		
197611	コバルト文庫	禁じられた手紙	三木澄子				004-C		
197611	コバルト文庫	愛は美しいランプのひかり	清川妙				007-C		
197611	コバルト文庫	これが男の子だ	富島健夫		4-08-610044-4		001-K		
197611	コバルト文庫	星と地の日記	富島健夫		4-08-610045-2		001-L		
197611	コバルト文庫	青い太陽	佐伯千秋		4-08-610046-0		002-J		
197611	コバルト文庫	ジュピター　母の愛かなしくて	室田徳子		4-08-610051-7		017-A		
197612	ソノラマ文庫	ほらふき大追跡	加納一朗	祐天寺三郎	4-257-76055-9	55	8-G	221	
197612	ソノラマ文庫	宇宙海賊船シャーク　キャプテン・シャーク 1	石津嵐	石黒昇	4-257-76056-7	56	4-D	222	
197612	ソノラマ文庫	まぼろしの魔境ムー	山村正夫	田染幸雄	4-257-76057-5	57	50-C	254	
197612	ソノラマ文庫	迷宮の扉	横溝正史	田村元	4-257-76058-3	58	54-H	250	
197612	コバルト文庫	かぎりない愛への船出	佐伯千秋				002-L		
197612	コバルト文庫	潮がくるとき	吉田とし				003-F		
197612	コバルト文庫	北風ふたりだけ	川上宗薫				009-C		
197612	コバルト文庫	朝焼けの道はるか	中村八朗				018-A		
197612	コバルト文庫	婚約時代	富島健夫		4-08-610052-5		001-M		
197612	コバルト文庫	初恋の海	富島健夫		4-08-610053-3		001-N		
197612	コバルト文庫	愛情実験	赤松光夫		4-08-610055-X		010-C		
197612	コバルト文庫	さよなら悲しみの川よ	上条由紀		4-08-610059-2		019-A		
