発売年月	レーベル	タイトル	著者	イラスト	ISBN	通巻番号	整理番号	ページ数	補足
201001	電撃文庫	俺の妹がこんなに可愛いわけがない (5)	伏見つかさ	かんざきひろ	978-4-04-868271-8	1876	ふ-8-10	301	
201001	電撃文庫	嘘つきみーくんと壊れたまーちゃん 9　始まりの未来は終わり	入間人間	左	978-4-04-868272-5	1877	い-9-13	216	
201001	電撃文庫	天穹のカムイ	ハセガワケイスケ	七草	978-4-04-868273-2	1878	は-4-23	242	
201001	電撃文庫	れでぃ×ばと！ (10)	上月司	むにゅう	978-4-04-868274-9	1879	こ-8-16	243	
201001	電撃文庫	空ろの箱と零のマリア 3	御影瑛路	鉄雄	978-4-04-868275-6	1880	み-8-6	331	
201001	電撃文庫	デュラララ!!×7	成田良悟	ヤスダスズヒト	978-4-04-868276-3	1881	な-9-33	375	
201001	電撃文庫	夜魔　―奇―	甲田学人	三日月かける	978-4-04-868277-0	1882	こ-6-25	289	
201001	電撃文庫	藍坂素敵な症候群	水瀬葉月	東条さかな	978-4-04-868278-7	1883	み-7-15	305	
201001	電撃文庫	オオカミさんとおかしな家の住人たち	沖田雅	うなじ	978-4-04-868279-4	1884	お-8-16	257	
201001	電撃文庫	さくら荘のペットな彼女	鴨志田一	溝口ケージ	978-4-04-868280-0	1885	か-14-9	327	
201001	電撃文庫	A=宇宙少女2×魂の速度	日野一二三	甘塩コメコ	978-4-04-868281-7	1886	ひ-5-1	307	
201001	電撃文庫	赤の9番【隷従】	相原あきら	カズオキ	978-4-04-868282-4	1887	あ-19-3	339	
201001	電撃文庫	らぶちゅー！　―ボクが女教師!?―	風見周	なつめえり	978-4-04-868283-1	1888	か-17-1	321	
201001	電撃文庫	Baby Princess (3)	公野櫻子	みぶなつき、若月さな	978-4-04-868284-8	1889	き-3-7	207	
201001	電撃文庫	タザリア王国物語 6　乱峰の荒鷹	スズキヒサシ	あづみ冬留	978-4-04-868285-5	1890	す-6-10	268	
201001	電撃ゲーム文庫	ガンパレード・マーチ 逆襲の刻　津軽強襲	榊涼介	きむらじゅんこ	978-4-04-868380-7	1906	J17-26	306	
201001	富士見ファンタジア文庫	神さまのいない日曜日	入江君人	茨乃	978-4-8291-3477-1	1619	い-5 1-1	253	[第21回ファンタジア大賞＜大賞＞]
201001	富士見ファンタジア文庫	真・天地無用！魎皇鬼外伝　天地無用！GXP 6	梶島正樹	梶島正樹	978-4-8291-3478-8	1620	か-2 1-6	313	
201001	富士見ファンタジア文庫	大伝説の勇者の伝説 7　初恋と死神	鏡貴也	とよた瑣織	978-4-8291-3479-5	1621	か-4 3-7	252	
201001	富士見ファンタジア文庫	幻想譚グリモアリス V　天の座に咲け叛逆者	海冬レイジ	松竜	978-4-8291-3480-1	1622	か-7 1-5	286	
201001	富士見ファンタジア文庫	これはゾンビですか？ 4　うん、先生が最強だよ！	木村心一	こぶいち、むりりん	978-4-8291-3481-8	1623	き-3 1-4	286	
201001	富士見ファンタジア文庫	1×10　藤宮十貴子は懐かない 2	鈴木大輔	PANDA	978-4-8291-3482-5	1624	す-1 3-2	285	
201001	富士見ファンタジア文庫	夏海紗音と不思議な世界 1	直江ヒロト	水沢深森	978-4-8291-3483-2	1625	な-1 1-1	283	[第21回ファンタジア大賞＜読者賞＞]
201001	富士見ファンタジア文庫	おまもりひまり (4)　レトロちっくジェラシー	みかづき紅月　原作：的良みらん	的良みらん	978-4-8291-3484-9	1626	ま-2 1-4	284	
201001	富士見ファンタジア文庫	ダブルクロス 01　ファースト＋ぺイン	矢野俊策	森井しづき	978-4-8291-3485-6	1627	や-4 2-1	334	
201001	富士見ファンタジア文庫	RPG W(・∀・)RLD 4　―ろーぷれ・わーるど―	吉村夜	てんまそ	978-4-8291-3486-3	1628	よ-1 1-4	340	
201001	角川スニーカー文庫	テイルズ オブ ヴェスペリア IV	岩佐まもる　原作：バンダイナムコゲームス	藤島康介、上田夢人	978-4-04-422323-6	16067	210-4	271	
201001	角川スニーカー文庫	ダンタリアンの書架 4	三雲岳斗	Gユウスケ	978-4-04-424116-2	16063	123-24	318	
201001	角川スニーカー文庫	ミスマルカ興国物語 VI	林トモアキ	ともぞ	978-4-04-426621-9	16064	150-25	317	
201001	角川スニーカー文庫	CANAAN (上)	杉原智則　原作：チュンソフト	関口可奈味	978-4-04-430010-4	16069	222-1	298	
201001	角川スニーカー文庫	ブレイドライン 2　アーシア剣聖記	水野良	津雪	978-4-04-460432-5	16070	604-32	348	
201001	角川スニーカー文庫	東京皇帝☆北条恋歌 4	竹井10日	要河オルカ	978-4-04-471209-9	16065	183-9	308	
201001	角川スニーカー文庫	放課後の魔術師　(6) ミスティック・トリップ	土屋つかさ	ふゆの春秋	978-4-04-474006-1	16066	208-6	293	
201001	角川スニーカー文庫	R-15　初めまして三角関係！	伏見ひろゆき	藤真拓哉	978-4-04-474703-9	16068	217-3	285	
201001	ファミ通文庫	B.A.D. 1　繭墨は今日もチョコレートを食べる	綾里けいし	kona	978-4-04-726286-7	919	あ11 1-1	413	[第11回エンターブレインえんため大賞＜優秀賞＞]
201001	ファミ通文庫	空色パンデミック (1)	本田誠	庭	978-4-04-726287-4	920	ほ3 1-1	285	[第11回エンターブレインえんため大賞＜優秀賞＞]
201001	ファミ通文庫	ギャルゲヱの世界よ、ようこそ！ disc4	田尾典丈	有河サトル	978-4-04-726288-1	921	た8 1-4	314	
201001	ファミ通文庫	命じて！服従フロイライン 4	庄司卓	ひなたもも	978-4-04-726289-8	922	し1 3-4	205	
