発売年月	レーベル	タイトル	著者	イラスト	ISBN	通巻番号	整理番号	ページ数	補足
200801	富士見ファンタジア文庫	000のエレナ 3	日下弘文	克優希	978-4-8291-3256-2	1398	128-10	317	
200801	富士見ファンタジア文庫	量産型はダテじゃない！ 2	柳実冬貴	銃爺	978-4-8291-3257-9	1399	180-2	286	
200801	富士見ファンタジア文庫	スレイヤーズすぺしゃる (30)　白銀の弾丸	神坂一	あらいずみるい	978-4-8291-3258-6	1400	20-57	264	
200801	富士見ファンタジア文庫	ディスパレイト！ 1　或る異生物使いのこと	榊一郎	増田メグミ	978-4-8291-3259-3	1401	88-37	347	
200801	角川スニーカー文庫	コードギアス　反逆のルルーシュ STAGE-3-　SWORD	岩佐まもる　ストーリー原案：大河内一楼、谷口悟朗	木村貴弘、toi8	978-4-04-422310-6	14977	201-4	303	
200801	角川スニーカー文庫	レンタルマギカ　魔法使いの記憶	三田誠	pako	978-4-04-424918-2	14974	177-12	303	
200801	角川スニーカー文庫	戦闘城塞マスラヲ　Vol.3 奇跡の対価	林トモアキ	上田夢人	978-4-04-426613-4	14972	150-13	307	
200801	角川スニーカー文庫	ムシウタbug　6th. 夢恋する咎人	岩井恭平	るろお	978-4-04-428819-8	14973	163-56	313	
200801	角川スニーカー文庫	薔薇のマリア　VIII. ただ祈り願え儚きさだめたちよ	十文字青	BUNBUN	978-4-04-471012-5	14975	182-12	429	
200801	角川スニーカー文庫	アンダカの怪造学 VIII　Every DayDream	日日日	エナミカツミ	978-4-04-481008-5	14976	185-8	397	
200801	ファミ通文庫	ガーゴイルおるたなてぃぶ 4	田口仙年堂	日向悠二	978-4-7577-3978-9	746	た1 3-4	254	
200801	ファミ通文庫	バカとテストと召喚獣 3.5	井上堅二	葉賀ユイ	978-4-7577-3979-6	747	い3 1-4	285	
200801	ファミ通文庫	雅先生の地球侵略日誌	直月秋政	昼間行燈	978-4-7577-3980-2	748	な5 1-1	247	[第8回エンターブレインえんため大賞＜東放学園特別賞＞]
200801	ファミ通文庫	千の剣の舞う空に	岡本タクヤ	柏餅よもぎ	978-4-7577-3981-9	749	お5 1-1	252	[第9回エンターブレインえんため大賞＜優秀賞＞]
200801	ファミ通文庫	Caos Kaoz Discaos	小野正道	シオミヤイルカ	978-4-7577-3982-6	750	お6 1-1	316	[第9回エンターブレインえんため大賞＜優秀賞＞]
200801	ファミ通文庫	サージャント・グリズリー	彩峰優	bomi	978-4-7577-3983-3	751	あ10 1-1	285	[第9回エンターブレインえんため大賞＜特別賞＞]
200801	ファミ通文庫	キミキス　pure rouge (2)　～思い出のラストシーン～	あきさかあさひ	川田 剛 (J.C.STAFF)	978-4-7577-3984-0	752	K4 2-2	216	
200801	MF文庫J	魔女ルミカの赤い糸 2　緋色の花嫁	田口一	カズオキ	978-4-8401-2127-9		た-05-02	261	
200801	MF文庫J	クダンの話をしましょうか 2	内山靖二郎	朝未	978-4-8401-2128-6		う-03-06	273	
200801	MF文庫J	神様家族Z	桑島由一	ヤスダスズヒト	978-4-8401-2129-3		く-01-13	327	
200801	MF文庫J	アストロノト！ 2	赤松中学	bomi	978-4-8401-2130-9		あ-05-02	277	
200801	MF文庫J	けんぷファー (6)	築地俊彦	せんむ	978-4-8401-2131-6		つ-02-06	257	
200801	スーパーダッシュ文庫	テイルズ オブ イノセンス　引き継がれし想い	金月龍之介	いのまたむつみ、松竹徳幸	978-4-08-630398-9		き3-3	239	
200801	スーパーダッシュ文庫	くみちょ！ 2　3億円をとりかえせ！	白川晶	きりがみやび	978-4-08-630399-6		し3-2	205	
200801	スーパーダッシュ文庫	りっぱな部員になる方法。　2) マジカルミステリーツアーへようこそ	午前三時五分	すまき俊悟	978-4-08-630400-9		こ1-2	257	
200801	スーパーダッシュ文庫	パーフェクト・ブラッド 1　彼女が持ってるボクの心臓	赤井紅介	椋本夏夜	978-4-08-630401-6		あ10-2	289	
200801	スーパーダッシュ文庫	征服娘。	神楽坂淳	鈴羅木かりん	978-4-08-630402-3		か12-1	244	
200801	スーパーダッシュ文庫	ガラクタ・パーツ	片桐敬磨	藤真拓哉	978-4-08-630403-0		か13-1	337	[第5回スーパーダッシュ小説新人賞＜第3次選考通過作＞]
200801	富士見ミステリー文庫	ROOM NO.1301　しょーとすとーりーず・ふぉー	新井輝	さっち	978-4-8291-6406-8	306	FM16-19	234	
200801	GA文庫	お隣の魔法使い　永遠は三つめの願い	篠崎砂美	尾谷おさむ	978-4-7973-4290-1	117	し-01-03	299	
200801	GA文庫	メタルうぃっちシスターズ	ひびき遊	狐印	978-4-7973-4292-5	118	ひ-02-01	261	
200801	GA文庫	かむなぎ 四　―誰をまつらむ天の籬に―	沖垣淳	睦月ムンク	978-4-7973-4532-2	119	お-04-04	297	
200801	GA文庫	神曲奏界ポリフォニカ　まぁぶる 2	榊一郎、高殿円、大迫純一	BUNBUN、兎塚エイジ	978-4-7973-4543-8	120	さ-01-07	353	
200801	GA文庫	ブラックマジック II　マリオ・パニック	柿沼秀樹　原作：士郎正宗	椿春雨	978-4-7973-4662-6	121	か-03-03	256	
200801	HJ文庫	グロリアスドーン アイキャッチ 1　「今日のティセ子さん」	庄司卓	四季童子	978-4-89425-648-4	92	し01 01-05	268	
200801	HJ文庫	ハカナさんがきた！　北の巻	織田兄第	みづきたけひと	978-4-89425-649-1	93	お02 01-03	346	
200801	HJ文庫	たま◇なま　～生きている、理由～	冬樹忍	魚	978-4-89425-650-7	94	ふ03 01-03	294	
200801	HJ文庫	AIKa R-16：TURNING MISSION	すずきあきら	山内則康	978-4-89425-651-4	95	す01 01-01	323	
200801	HJ文庫	ゆうなぎ	渡辺まさき	山田秀樹	978-4-89425-652-1	96	わ01 01-03	294	
200801	ガガガ文庫	レヴィアタンの恋人 III	犬村小六	赤星健次	978-4-09-451046-1		ガい2-2	243	
200801	ガガガ文庫	Mのフォークロア　(3) ファウンダーの決意	三上康明	連	978-4-09-451047-8		ガみ2-3	292	
200801	ガガガ文庫	携帯電話俺 3	水市恵	なぽる	978-4-09-451048-5		ガみ1-3	295	
200801	ガガガ文庫	さちの世界は死んでも廻る (2)	三日月	maruku	978-4-09-451049-2		ガみ3-2	307	
200801	ガガガ文庫	Bullet Butlers　～黒騎士は弾丸のごとく駆け抜ける～ 2	東出祐一郎　原作：propeller	中央東口	978-4-09-451050-8		ガひ1-2	311	
200801	C★NOVELS ファンタジア	聖刻群龍伝　龍虎の刻 1	千葉暁	三好載克	978-4-12-501013-7		ち1-20	218	
200801	C★NOVELS ファンタジア	不死身のフジミさん　殺神鬼勧請	諸口正巳	タカハシ	978-4-12-501014-4		も1-1	234	
200801	C★NOVELS ファンタジア	PARTNER 9	柏枝真郷	高里ウズ	978-4-12-501015-1		か4-9	237	
200801	トクマ・ノベルズEdge	電脳コイル 4	宮村優子　原作：磯光雄	押山清高	978-4-19-850768-8			250	
200801	トクマ・ノベルズEdge	トリック・ソルヴァーズ　悲しみの校歌	夏寿司	きん太	978-4-19-850769-5			267	
200801	トクマ・ノベルズEdge	となりのキメラ少女　マドカの科学研	野中亮	コガマユミ	978-4-19-850770-1			243	
200801	ソノラマノベルス	聖刻1092東方 弐	千葉暁	草なぎ琢仁	978-4-02-273824-0			389	
200801	Style-F	マイホーム・ソング　ひばりちゃんとうたうかあちゃん	松野大介		978-4-8291-7657-3			267	
200801	コバルト文庫	マリア様がみてる　キラキラまわる	今野緒雪	ひびき玲音	978-4-08-601110-5		こ7-56	194	
200801	コバルト文庫	伯爵と妖精　紅の騎士に願うならば	谷瑞恵	高星麻子	978-4-08-601111-2		た16-33	281	
200801	コバルト文庫	ヴィクトリアン・ローズ・テーラー　恋のドレスと秘密の鏡	青木祐子	あき	978-4-08-601112-9		あ16-18	250	
200801	コバルト文庫	少年舞妓・千代菊がゆく！　その勝負、受けて立ちまひょ	奈波はるか	ほり恵利織	978-4-08-601113-6		な9-29	221	
200801	コバルト文庫	Everyday's Shin　～姫神さまに願いを～	藤原眞莉	鳴海ゆき	978-4-08-601114-3		ふ6-65	236	
200801	コバルト文庫	盗まれたガーディアン・プリンセス	花衣沙久羅	早瀬あきら	978-4-08-601115-0		か8-48	254	
200801	コバルト文庫	封印のエスメラルダ	山本瑤	香坂ゆう	978-4-08-601116-7		や6-19	252	
200801	コバルト文庫	ラグナレック叙情詩　～魔天使は恋を連ねる～	さくまゆうこ	平秋吉	978-4-08-601117-4		さ9-24	221	
200801	コバルト文庫	セレブな恋の咲かせ方　～女子高生は外交官!?～	ひずき優	山下ナナオ	978-4-08-601118-1		ひ9-2	222	
200801	コバルト文庫	ラブ★コン　―恋は永久不滅やでっ!!編―	ココロ直　原作：中原アヤ	中原アヤ	978-4-08-601119-8		こ13-15	223	
200801	コバルト文庫	高校デビュー　―恋の相談にご用心！編―	倉本由布　原作：河原和音	河原和音	978-4-08-601120-4		く2-78	213	
200801	角川ビーンズ文庫	マギの魔法使い　国王は求婚中！	瑞山いつき	結川カズノ	978-4-04-449712-5		BB44-12	249	
200801	角川ビーンズ文庫	光の精煉師ディオン　潜入捜査は怪盗と	村田栞	岩崎美奈子	978-4-04-451007-7		BB54-7	223	
200801	角川ビーンズ文庫	オペラ・メモーリア　祝祭の思い出	栗原ちひろ	THORES柴本	978-4-04-451407-5		BB56-7	254	
200801	角川ビーンズ文庫	少年は、二度太陽を殺す　永久を誓う絆	和泉朱希	唯月一	978-4-04-452803-4		BB63-3	252	
200801	X文庫ホワイトハート	邪道　比翼連理 (下)	川原つばさ	沖麻実也	978-4-06-255999-7		かG-09	263	
200801	X文庫ホワイトハート	月魄影交　斎姫繚乱	宮乃崎桜子	浅見侑	978-4-06-286504-3		みF-34	219	
200801	X文庫ホワイトハート	僕はここにいる	飯田雪子	柿本芳枝	978-4-06-286508-1		いI-01	209	
200801	X文庫ホワイトハート	だれにも運命は奪えない (上)　浪漫神示	峰桐皇	如月水	978-4-06-286509-8		みL-05	200	
200801	X文庫ホワイトハート	ロイヤル・セオリー	伊郷ルウ	竹中せい	978-4-06-286510-4		いF-38	256	
200801	ビーズログ文庫	奪いにまいります！　―平安盗賊恋・絵巻―	剛しいら	乙橘	978-4-7577-3985-7		こ-1-07	186	
200801	ビーズログ文庫	封縛師　―あなたの悪夢、封じます―	流星香	睦月ムンク	978-4-7577-3986-4		な-1-05	219	
200801	ビーズログ文庫	死神姫の再婚　―薔薇園の時計伯爵―	小野上明夜	岸田メル	978-4-7577-3987-1		お-3-02	253	
200801	ビーズログ文庫	薔薇乙女学院へようこそ！　ローズ・プリンスを探して	檜原まり子	ほづみ音衣	978-4-7577-3988-8		ひ-2-04	253	
200801	ルルル文庫	封殺鬼　～花闇を抱きしもの (下)～	霜島ケイ	也	978-4-09-452041-5		ルし2-4	249	
200801	ルルル文庫	レティーシュ・ナイツ　～翡翠の試練～	榎木洋子	結賀さとる	978-4-09-452042-2		ルえ1-2	221	
200801	ルルル文庫	クリセニアン夢語り (3)　西方の夢に棲む姫君	ひかわ玲子	おおや和美	978-4-09-452043-9		ルひ1-3	231	
200801	ルルル文庫	愛玩王子　～白の怪盗～	片瀬由良	凪かすみ	978-4-09-452044-6		ルか1-3	252	
200801	ルルル文庫	オーバーン城の夏 (下)	シャロン・シン　訳：東川えり	黒百合姫	978-4-09-452045-3		ルシ1-2	339	
200801	ルルル文庫スペシャル	いじめ　14歳のMessage	林慧樹	片桐郁美	978-4-09-452046-0		ルは1-1	172	
200802	電撃文庫	MAMA	紅玉いづき	カラス	978-4-8402-4159-5	1554	こ-10-2	281	
200802	電撃文庫	オオカミさんと毒りんごが効かない白雪姫	沖田雅	うなじ	978-4-8402-4160-1	1556	お-8-11	324	
200802	電撃文庫	タロットの御主人様。 (3)	七飯宏隆	YUKIRIN	978-4-8402-4161-8	1555	な-11-10	317	
200802	電撃文庫	悪魔のミカタ666 (5)　モンストラムレッド	うえお久光	藤田香	978-4-8402-4162-5	1551	う-1-19	255	
200802	電撃文庫	under　異界ノスタルジア	瀬那和章	u	978-4-8402-4163-2	1548	せ-2-1	305	[第14回電撃小説大賞＜銀賞＞]
200802	電撃文庫	藤堂家はカミガカリ	高遠豹介	油谷秀和	978-4-8402-4164-9	1549	た-21-1	296	[第14回電撃小説大賞＜銀賞＞]
200802	電撃文庫	ぜふぁがるど	柴村仁	ふゆの春秋	978-4-8402-4165-6	1552	し-9-9	233	
200802	電撃文庫	君のための物語	水鏡希人	すみ兵	978-4-8402-4166-3	1547	み-13-1	313	[第14回電撃小説大賞＜金賞＞]
200802	電撃文庫	私立！三十三間堂学院 (7)	佐藤ケイ	かみやまねき	978-4-8402-4167-0	1557	さ-4-20	259	
200802	電撃文庫	ほうかご百物語	峰守ひろかず	京極しん	978-4-8402-4168-7	1546	み-12-1	297	[第14回電撃小説大賞＜大賞＞]
200802	電撃文庫	狼と香辛料 VII　Side Colors	支倉凍砂	文倉十	978-4-8402-4169-4	1553	は-8-7	285	
200802	電撃文庫	ラッキーチャンス！ 2	有沢まみず	QP:flapper	978-4-8402-4170-0	1550	あ-13-21	297	
200802	電撃文庫	ツァラトゥストラへの階段 2	土橋真二郎	白身魚	978-4-8402-4171-7	1558	と-8-5	350	
200802	富士見ファンタジア文庫	BLACK BLOOD BROTHERS (S) 5　―ブラック・ブラッド・ブラザーズ短編集―	あざの耕平	草河遊也	978-4-8291-3254-8	1396	96-14	284	
200802	富士見ファンタジア文庫	黄昏色の詠使い V　全ての歌を夢見る子供たち	細音啓	竹岡美穂	978-4-8291-3260-9	1402	174-5	344	
200802	富士見ファンタジア文庫	EME RED END　W-JACK	瀧川武司	尾崎弘宜	978-4-8291-3261-6	1403	109-18	307	
200802	富士見ファンタジア文庫	ソード・ワールド・ノベル　輝け！へっぽこ冒険譚 3	秋田みやび	浜田よしかづ	978-4-8291-3262-3	1404	21-93	236	
200802	富士見ファンタジア文庫	召喚教師リアルバウトハイスクール 16	雑賀礼史	いのうえ空	978-4-8291-3263-0	1405	66-25	222	
200802	富士見ファンタジア文庫	ぼくと彼女に降る夜　フェイクマスター～虚夢を語る者	八街歩	深崎暮人	978-4-8291-3264-7	1406	144-5	318	
200802	富士見ファンタジア文庫	灼熱のエスクード　MATERIAL GIRL	貴子潤一郎	ともぞ	978-4-8291-3265-4	1407	132-7	382	
200802	富士見ファンタジア文庫	フルメタル・パニック！　せまるニック・オブ・タイム	賀東招二	四季童子	978-4-8291-3266-1	1408	92-20	427	
200802	富士見ファンタジア文庫	デモンパラサイト 4　氷の魔人は、闇に惑う。	北沢慶	植田亮	978-4-8291-3267-8	1409	95-44	286	
200802	富士見ファンタジア文庫	緋色のルシフェラーゼ II	伊藤イツキ	KeG	978-4-8291-3268-5	1410	183-2	301	
200802	角川スニーカー文庫	ミスマルカ興国物語 I	林トモアキ	ともぞ	978-4-04-426614-1	15005	150-20	281	
200802	角川スニーカー文庫	レンズと悪魔　VI 魔神応報	六塚光	カズアキ	978-4-04-470712-5	15006	179-12	326	
200802	角川スニーカー文庫	薔薇のマリア　IX. さよならの行き着く場所	十文字青	BUNBUN	978-4-04-471013-2	15007	182-13	430	
200802	角川スニーカー文庫	繰り世界のエトランジェ　第二幕 偽りのガジェット	赤月黎	武藤此史	978-4-04-473102-1	15008	202-2	333	
200802	角川スニーカー文庫	イマジン秘蹟　2. 人でなしの恋	本田透	文倉十	978-4-04-473302-5	15009	204-2	375	
200802	角川スニーカー文庫	デビルズ・ダイス　1の目 神はサイコロを振らない	いとうのぶき	佐嶋真実	978-4-04-473501-2	15010	205-1	331	[第11回スニーカー大賞＜奨励賞＞受賞者]
200802	ファミ通文庫	BLOODLINK　雪花 <上>	山下卓	HACCAN	978-4-7577-4008-2	753	や1 1-5	283	
200802	ファミ通文庫	コッペとBB団　その3	田口仙年堂	はしもとしん	978-4-7577-4009-9	754	た1 2-3	275	
200802	ファミ通文庫	カミマゴ　羽根としっぽと世界征服	江藤苑	ヒナユキウサ	978-4-7577-4010-5	755	え1 1-1	317	[第9回エンターブレインえんため大賞＜奨励賞＞]
200802	ファミ通文庫	セキララ!!	花谷敏嗣	京極しん	978-4-7577-4011-2	756	は3 1-1	315	[第9回エンターブレインえんため大賞＜奨励賞＞]
200802	ファミ通文庫	戦嬢の交響曲 (4)	築地俊彦	赤賀博隆	978-4-7577-4012-9	757	つ2 2-4	245	
200802	ファミ通文庫	ALICE・ぱれーど　ふたりのアリスと不思議の乙女たち	岡崎いずみ	伊東雑音	978-4-7577-4014-3	758	A8 1-1	222	
200802	ファミ通文庫	テイルズ オブ ジ アビス　黄金の祈り (下)	矢島さら	中嶋敦子	978-4-7577-4015-0	759	T1 7-7	207	
200802	ファミ通文庫	アルシャードガイア RPGシナリオ集　ダークマジック	井上純弌、菊池たけし、F.E.A.R.	ぽぽるちゃ	978-4-7577-4067-9	760	G8 1-2	277	
200802	MF文庫J	魔女の生徒会長 II　超悦者ジュリエット	日日日	鈴見敦	978-4-8401-2140-8		あ-02-08	326	
200802	MF文庫J	七本腕のジェシカ	木村航	芳住和之	978-4-8401-2142-2		き-01-04	287	
200802	MF文庫J	かのこん 9　～あらたなるめざめ～	西野かつみ	狐印	978-4-8401-2144-6		に-01-09	263	
200802	MF文庫J	えむえむっ！ 4	松野秋鳴	QP:flapper	978-4-8401-2145-3		ま-01-07	261	
200802	MF文庫J	渚フォルテッシモ 3	城崎火也	桐野霞	978-4-8401-2146-0		き-02-03	260	
200802	MF文庫J	ギャルゴ!!!!! 2　地域限定焼餅大全	比嘉智康	河原恵	978-4-8401-2147-7		ひ-03-02	295	
200802	スーパーダッシュ文庫	魂振の協奏曲	北沢大輔	ぺこ	978-4-08-630404-7		き4-3	289	
200802	スーパーダッシュ文庫	ベン・トー　サバの味噌煮290円	アサウラ	柴乃櫂人	978-4-08-630405-4		あ9-3	291	
200802	スーパーダッシュ文庫	シアンとマゼンタ	砂浦俊一	AKIRA	978-4-08-630406-1		さ6-4	285	
200802	スーパーダッシュ文庫	プロジェクトMP	番棚葵	よし☆ヲ	978-4-08-630407-8		は4-2	276	
200802	スーパーダッシュ文庫	空トブ人ビト　ふたつめの至宝	三上康明	大場陽炎	978-4-08-630408-5		み2-3	258	
200802	スーパーダッシュ文庫	めでぃかる！	神代明	ヒナユキウサ	978-4-08-630409-2		か5-17	223	
200802	富士見ミステリー文庫	マルタ・サギーは探偵ですか？ 6　オスタスの守護者	野梨原花南	すみ兵	978-4-8291-6407-5	307	FM54-08	205	
200802	GA文庫	EX! 4	織田兄第	うき	978-4-7973-4539-1	122	お-01-05	361	
200802	GA文庫	ライトノベルの楽しい書き方	本田透	桐野霞	978-4-7973-4555-1	123	ほ-01-04	267	
200802	GA文庫	メイド刑事 6	早見裕司	はいむらきよたか	978-4-7973-4615-2	124	は-01-06	269	
200802	GA文庫	ガッツ＆ブラッド　蒸気帝国騒動記	川?康宏	長田悠幸	978-4-7973-4617-6	125	か-02-02	245	
200802	GA文庫	マップス・シェアードワールド　―翼あるもの―	秋津透、笹本祐一、重馬敬、新城カズマ、中里融司、古橋秀之　原作：長谷川裕一	長谷川裕一、麻宮騎亜、三浦健太郎、村枝賢一	978-4-7973-4619-0	126	あ-03-01	347	
200802	GA文庫	神曲奏界ポリフォニカ　メモワーズ・ブラック	大迫純一	BUNBUN	978-4-7973-4621-3	127	お-02-10	349	
200802	HJ文庫	グロリアスドーン 5　少女は、閃光をまとう	庄司卓	四季童子	978-4-89425-656-9	97	し01 01-06	215	
200802	HJ文庫	くじびき勇者さま 6番札　誰が初代大統領よ!?	清水文化	牛木義隆	978-4-89425-657-6	98	し02 01-06	311	
200802	HJ文庫	クイーンズブレイド　メッセージ・オブ・カトレア	沖田栄次	えぃわ	978-4-89425-659-0	99	お03 01-03	270	
200802	HJ文庫	いちばんうしろの大魔王	水城正太郎	伊藤宗一	978-4-89425-660-6	100	み01 02-01	250	
200802	HJ文庫G	D&Dリプレイ 2　若獅子の戦賦－監獄島編	柳田真坂樹	井上純弌	978-4-89425-661-3	5	ヤ01 01-02	248	
200802	HJ文庫G	D&Dノベル　シャーンの群塔 (上)	キース・ベイカー　訳：待兼音二郎、矢野真弓、上西昌弘、渡部夢霧	菅原健	978-4-89425-662-0	6	キ01 01-01	301	
200802	HJ文庫G	D&Dノベル　シャーンの群塔 (下)	キース・ベイカー　訳：待兼音二郎、上西昌弘、渡部夢霧、矢野真弓	菅原健	978-4-89425-663-7	7	キ01 01-02	364	
200802	HJ文庫G	ウォーハンマーノベル　シルバーネイル	ジャック・ヨーヴィル　訳：藤沢涼、小林尚海、崎浜かおる	クリステル・スヴェーン	978-4-89425-664-4	8	ジ01 01-04	487	
200802	ガガガ文庫	Black & Blue	中岡潤一郎	藤城陽	978-4-09-451051-5		ガな2-1	263	
200802	ガガガ文庫	とある飛空士への追憶	犬村小六	森沢晴行	978-4-09-451052-2		ガい2-4	339	
200802	ガガガ文庫	マージナル (2)	神崎紫電	kyo	978-4-09-451053-9		ガか1-2	275	
200802	ガガガ文庫	脳Rギュル (2)　ショートツ心臓とヤネ裏のタマゴ	構成：佐藤大　原作：夢野久作	わんぱく	978-4-09-451054-6		ガさ1-3	365	
200802	ガガガ文庫	天元突破グレンラガン (3)	中島かずき	品川宏樹 (GAINAX)	978-4-09-451055-3		ガな3-1	279	
200802	徳間デュアル文庫	やっぱりおおきくなりません	白倉由美	鶴田謙二	978-4-19-905177-7		Dし2-2	301	
200802	徳間デュアル文庫	福音の少年　放課後のアポストロス	加地尚武	中臣亮	978-4-19-905178-4		Dか7-5	293	
200802	C★NOVELS ファンタジア	月の反逆者 3　ナイトランナー III	リン・フルエリン　訳：浜名那奈	由貴海里	978-4-12-501022-9		ふ2-9	283	
200802	トクマ・ノベルズEdge	騒がしい死者の街　優しい煉獄 2	森岡浩之	小菅久実	978-4-19-850773-2			219	
200802	トクマ・ノベルズEdge	暁と黄昏の狭間 I　竜魚の書	西魚リツコ	D-SUZUKI	978-4-19-850774-9			273	
200802	トクマ・ノベルズEdge	三千世界の星空　ヒーローは失業中！	吉野匠	むらかわみちお	978-4-19-850775-6			310	
200802	ソノラマノベルス	クロノス・ジョウンターの伝説∞インフィニティ	梶尾真治	佐竹美保	978-4-02-273825-7			420	
200802	ソノラマノベルス	ARIEL 02	笹本祐一	鈴木雅久	978-4-02-273826-4			443	
200802	エンターブレイン	エレック・レックス 1　竜の魔眼	カザ・キングスレイ　訳：富原まさ江、上川典子		978-4-7577-4069-3			517	
200802	エンターブレイン	エレック・レックス 2　闇の王子の誕生	カザ・キングスレイ　訳：富原まさ江、上川典子		978-4-7577-4070-9			499	
200802	コバルト文庫	炎の蜃気楼 邂逅編　真皓き残響　琵琶島姫	桑原水菜	ほたか乱	978-4-08-601121-1		く5-85	205	
200802	コバルト文庫	親猫の幸せな午後	あさぎり夕	あさぎり夕	978-4-08-601122-8		あ12-47	221	
200802	コバルト文庫	聖獣王の花嫁　闇水晶の檻	高遠砂夜	起家一子	978-4-08-601123-5		た13-51	215	
200802	コバルト文庫	天を支える者　緑風に誘われ	前田珠子	明咲トウル	978-4-08-601124-2		ま2-80	194	
200802	コバルト文庫	花結びの娘	岡篠名桜	甘塩コメコ	978-4-08-601125-9		お4-8	238	
200802	コバルト文庫	封印のエスメラルダ　夜明けを告ぐ魔女	山本瑤	香坂ゆう	978-4-08-601126-6		や6-20	247	
200802	コバルト文庫	聖霊狩り　神に選ばれしもの	瀬川貴次	星野和夏子	978-4-08-601127-3		せ1-32	203	
200802	コバルト文庫	女神の旋律　足枷の姫とアルスミッドの旅芸人	倉世春	小島榊	978-4-08-601128-0		く9-23	221	
200802	コバルト文庫	ダナーク魔法村はしあわせ日和　～ただしい幻獣の飼い方～	響野夏菜	裕龍ながれ	978-4-08-601129-7		ひ5-76	290	
200802	コバルト文庫	姫なのに王子　～ドラゴンの森へ！の巻～	真堂樹	水谷悠珠	978-4-08-601130-3		し8-75	265	
200802	コバルト文庫	魔女の卵	夏埜イズミ	枯葉手術	978-4-08-601131-0		な12-2	238	
200802	コバルト文庫	有閑倶楽部　洋館のミステリー	下川香苗　原作：一条ゆかり	一条ゆかり	978-4-08-601132-7		し2-22	237	
200802	角川ビーンズ文庫	少年陰陽師　数多のおそれをぬぐい去れ	結城光流	あさぎ桜	978-4-04-441629-4		BB16-27	251	
200802	角川ビーンズ文庫	宮廷神官物語　少年は学舎を翔ける	榎田ユウリ	カトーナオ	978-4-04-449105-5		BB39-5	223	
200802	角川ビーンズ文庫	星宿姫伝　くろがねの封印	菅沼理恵	瀬田ヒナコ	978-4-04-450808-1		BB53-9	220	
200802	角川ビーンズ文庫	オペラ・アウローラ　君が見る暁の火	栗原ちひろ	THORES柴本	978-4-04-451408-2		BB56-8	255	
200802	角川ビーンズ文庫	Romeo×Juliet　白き永遠の誓い	雨宮ひとみ　原案：シェイクスピア　原作：GONZO、スカパー・ウェルシン	COM	978-4-04-453202-4		BB65-2	300	
200802	角川ビーンズ文庫	召喚王子ユリウス　任務デビューは華やかに	葵ゆう	高星麻子	978-4-04-453501-8		BB66-1	223	[第5回ビーンズ小説大賞＜奨励賞＞]
200802	X文庫ホワイトハート	闇の誘惑　金曜紳士倶楽部 5	遠野春日	高橋悠	978-4-06-286507-4		とC-06	219	
