発売年月	レーベル	タイトル	著者	イラスト	ISBN	通巻番号	整理番号	ページ数	補足
200303	角川スニーカー文庫	吸血殲鬼ヴェドゴニア MOON TEARS	虚淵玄 (ニトロプラス)、種子島貴	山田秀樹	4-04-427804-0	12846	156-4	332	
200303	角川スニーカー文庫	キディ・グレイド (2)	志茂文彦	門之園恵美、きむらひでふみ	4-04-428602-7	12847	160-2	253	
200303	角川スニーカー文庫	バイトでウィザード　滅びよ魂、と獅子はほえた	椎野美由貴	原田たけひと	4-04-428702-3	12848	162-2	270	
200303	角川スニーカー文庫	ゆうきまさみのはてしない物語　天の巻	ゆうきまさみ	ゆうきまさみ	4-04-429001-6	12729	166-1	237	
200303	ファミ通文庫	バトル・オブ・CA (1)　星を越えていこうよ	佐々原史緒	木村明広	4-7577-0984-6	309	さ3 2-1	286	
200303	ファミ通文庫	Pia・キャロットへようこそ!!3　Brilliant Summer	蕪木統文	後藤潤二	4-7577-1322-3	305	P2 2-2	220	
200303	ファミ通文庫	テイルズ オブ デスティニー2　蒼黒の追憶 [上]	矢島さら	いのまたむつみ	4-7577-1323-1	314	T1 4-1	214	
200303	ファミ通文庫	あるある！夢境学園 (3)　魔界からの姫君X (下)	新木伸	かねこしんや	4-7577-1330-4	310	あ4 1-3	318	
200303	ファミ通文庫	チキチキのわ～る烈風伝!! (4)　キューティリップス	嬉野秋彦	せたのりやす	4-7577-1359-2	311	う1 3-4	251	
200303	ファミ通文庫	無責任提督タイラー (3)　叛逆編	吉岡平	吉崎観音	4-7577-1360-6	312	よ1 6-3	249	
200303	ファミ通文庫	モノクロス　Broken soul, Angel wing	川崎康宏	宮村和生	4-7577-1361-4	313	か3 2-1	255	
200303	ファミ通文庫	月姫　アンソロジーノベル (1)	枯野瑛、関準、加納新太、貝花大介、根岸裕幸	無私天使、宇佐美渉、桜二等兵、氷山あずき、山本七式	4-7577-1365-7	315	T7 1-1	276	
200303	MF文庫J	カルドセプト創伝　ストーム・ブリング・ワールド (1)　星の降る都市	冲方丁　監修：大宮ソフト	さめだ小判	4-8401-0740-8		う-01-01	237	
200303	MF文庫J	パートタイム・プリンセス 2　ダブルソルジャー	神代創	山田秋太郎	4-8401-0741-6		か-01-02	261	
200303	MF文庫J	アヴァロン　灰色の貴婦人	押井守	toi8	4-8401-0742-4		お-04-01	261	
200303	MF文庫J	ナースウィッチ小麦ちゃんマジカルて 「激突！　小麦VSひっきー・アキハバラ最大の戦い」 フィルムストーリー	アクティブコア編集部　編集：アクティブコア編集部、(c)STP、タツノコプロ、むぎむぎ団	渡辺明夫	4-8401-0743-2		A-01-01	110	
200303	スーパーダッシュ文庫	傀儡 KUGUTSU 4	高橋明	高橋明	4-08-630113-X		た2-4	343	
200303	スーパーダッシュ文庫	テイルズ オブ デスティニー2 (3)　～運命の果てに～	結城聖	いのまたむつみ、松竹徳幸	4-08-630118-0		ゆ1-6	303	
200303	スーパーダッシュ文庫	TOKYO ゼロ・ハンター S 2	丘野ゆうじ	木場智士	4-08-630119-9		お1-9	269	
200303	スーパーダッシュ文庫	郵便です！サクラサク頃、キミに逢いたい	名取なずな	袴田めら	4-08-630120-2		な1-3	273	
