発売年月	レーベル	タイトル	著者	イラスト	ISBN	通巻番号	整理番号	ページ数	補足
198108	コバルト文庫	青春アニメ・グラフィティ	杉山卓		4-08-610435-0		070-F		
198108	コバルト文庫	さよなら銀河鉄道999　アンドロメダ終着駅	若桜木虔　原作・監修：松本零士		4-08-610436-9		049-P		
198108	コバルト文庫	1000年女王 2	藤川桂介　原案：松本零士		4-08-610437-7		072-C		
198108	コバルト文庫	2年B組仙八先生 2	若桜木虔　原作：重森孝子		4-08-610438-5		049-Q		
198108	コバルト文庫	スニーカーぶるーす	田波靖男		4-08-610439-3		094-B		
198108	コバルト文庫	12星座別　恋のおまじない集　愛の魔法　LOVE MAGIC	ルネ・ヴァンタール・ワタナベ		4-08-610440-7		080-B		
198109	ソノラマ文庫	双子神の逆襲　クトゥルー・オペラ (3)	風見潤	中村銀子	4-257-76184-9	184	6-K	218	
198109	コバルト文庫	海外取材小説　夕陽のアンダルシア	佐伯千秋		4-08-610441-5		002-AL		
198109	コバルト文庫	北に青春あり	三木澄子		4-08-610442-3		004-T		
198109	コバルト文庫	校内暴力事件簿　リーゼント・ブギ	南英男		4-08-610443-1		043-J		
198109	コバルト文庫	あたしの中の……	新井素子	長尾治	4-08-610444-X		075-C	229	
198109	コバルト文庫	詩集：ラブ・コンサート	藤公之介		4-08-610445-8		060-E		
198109	コバルト文庫	青春ドキュメント　翔べ イカロスの翼	草鹿宏		4-08-610446-6		027-J		
198109	コバルト文庫	青春タカラヅカ・グラフィティ	編：橋倉正信、武田武彦		4-08-610447-4		045-D		
198110	ソノラマ文庫	黒の三角宙域 スペース・レインジャー (2)	仁賀克雄	宮本貞雄	4-257-76190-3	190	21-F	254	
198110	ソノラマ文庫	戦国少年隊・忍狩り	夏文彦	黒田征太郎	4-257-76191-1	191	38-E	254	
198110	ソノラマ文庫	謎の妖ATOM城　マッドボーイ (3)	辻真先	畑農照雄	4-257-76192-X	192	29-U	222	
198110	コバルト文庫	アグネス白書	氷室冴子	原田治	4-08-610448-2		052-F	265	
198110	コバルト文庫	愛にふるえて	田中雅美	土居淳男	4-08-610449-0		081-C		
198110	コバルト文庫	だってちょっとスキャンダル	正本ノン	阿部かずお	4-08-610450-4		063-C		
198110	コバルト文庫	太陽の匂い	前中行至		4-08-610451-2		071-B		
198110	コバルト文庫	青春告白テープ　愛飢え体験	編：吹上流一郎		4-08-610452-0		053-E		
198111	ソノラマ文庫	伝説巨神イデオン I　覚醒編	富野喜幸	湖川友謙	4-257-76193-8	193	と 1- 4	254	
198111	ソノラマ文庫	凸凹タイム・ライダー	加納一朗	祐天寺三郎	4-257-76194-6	194	か 1-18	249	
198111	ソノラマ文庫	宇宙戦士バルディオス (1)	酒井あきよし	葦プロ	4-257-76195-4	195	80-A	270	
198111	コバルト文庫	エレメンツ占星術　火の巻	ルネ・ヴァンタール・ワタナベ		4-08-610453-9		080-C		
198111	コバルト文庫	エレメンツ占星術　地の巻	ルネ・ヴァンタール・ワタナベ		4-08-610454-7		080-D		
198111	コバルト文庫	『青春小説新人賞』優秀作品集	編：小説ジュニア編集部		4-08-610455-5		100-A		
198111	コバルト文庫	宇宙人SF傑作選　天使の卵	編：風見潤、安田均		4-08-610456-3		067-D		
198111	コバルト文庫	東京シャンゼリゼ殺人事件	井口泰子		4-08-610457-1		089-B		
198111	コバルト文庫	宇宙戦士バルディオス (上）	北見徹　原作：酒井あきよし		4-08-610458-X		043-K		
198112	ソノラマ文庫	天空の魔道師　エスパー・コネクション (2)	清水義範	小川芳	4-257-76196-2	196	し 1-10	222	
198112	ソノラマ文庫	真・デビルマン III	永井泰宇　原作：永井豪	永井豪	4-257-76197-0	197	な 1- 3	254	
198112	ソノラマ文庫	宇宙戦士バルディオス (2)	酒井あきよし	葦プロ	4-257-76198-9	198	80-B	234	
198112	コバルト文庫	グッドラックLOVE	田波靖男		4-08-610459-8		094-C		
198112	コバルト文庫	吸血鬼はお年ごろ	赤川次郎	長尾治	4-08-610460-1		068-C	283	
198112	コバルト文庫	洞爺湖よ　君の伝説を語れ	若桜木虔		4-08-610461-X		049-R		
198112	コバルト文庫	宇宙戦士バルディオス (下）	北見徹　原作：酒井あきよし		4-08-610462-8		043-L		
198112	コバルト文庫	エレメンツ占星術　風の巻	ルネ・ヴァンタール・ワタナベ		4-08-610463-6		080-E		
198112	コバルト文庫	エレメンツ占星術　水の巻	ルネ・ヴァンタール・ワタナベ		4-08-610464-4		080-F		
198112	コバルト文庫	アニメNOW　1982アニメーション年鑑	杉山卓		4-08-610465-2		070-G		
