発売年月	レーベル	タイトル	著者	イラスト	ISBN	通巻番号	整理番号	ページ数	補足
198404	コバルト文庫	死ぬほど愛した…	辻真先		4-08-610654-X		066-E	256	
198404	コバルト文庫	原宿物語　マイケル・ジャクソンに脱帽	藤公之介		4-08-610655-8		060-H	295	
198404	コバルト文庫	あこがれは上海クルーズ	佐々木譲		4-08-610656-6		146-A	253	
198404	コバルト文庫	パラレルワールド大脱走	若桜木虔		4-08-610657-4		049-Z	299	
198404	コバルト文庫	小説 ハレンチ学園 3	永井豪		4-08-610658-2		136-C	231	
198404	集英社文庫コバルトY.A.シリーズ	ワンウェイ・トリップ	ウォルター・オクレシー　訳：坂崎麻子		4-08-610659-0		119-B	266	
198405	ソノラマ文庫	かいけつ親子ドン (1)　霊界からの闖入者	小山高男	浅野佑美	4-257-76273-X	273	89-A	254	
198405	ソノラマ文庫	吸血鬼ハンター 2　風立ちて“Ｄ”	菊地秀行	天野喜孝	4-257-76274-8	274	き 1- 9	254	
198405	ソノラマ文庫	魔獣学園 2	清水義範	天野喜孝	4-257-76275-6	275	し 1-16	252	
198405	ソノラマ文庫	甲子園殺人事件	深谷忠記	浅里道晴	4-257-76276-4	276	41-C	249	
198405	コバルト文庫	こちらは雪だと彼女に伝えてくれ	片岡義男		4-08-610660-4		050-E	279	
198405	コバルト文庫	孔雀の街	眉村卓		4-08-610661-2		117-B	283	
198405	コバルト文庫	なんて素敵にジャパネスク	氷室冴子	峯村良子	4-08-610662-0		052-O	295	
198405	コバルト文庫	小説 エースをねらえ！ 4	山本鈴美香		4-08-610663-9		128-D	199	
198405	コバルト文庫	月の夜星の朝	那須真知子　原作：本田恵子		4-08-610664-7		147-A	259	
198405	集英社文庫コバルトY.A.シリーズ	ロンリーウェイ	H・ビーン　訳：本木菜子		4-08-610665-5		063-K	216	
198406	ソノラマ文庫	パヴァリア戦史 (3)　亜空間に突入せよ	斉藤英一朗	安田忠幸	4-257-76277-2	277	16-D	252	
198406	ソノラマ文庫	妖神グルメ	菊地秀行	天野喜孝	4-257-76278-0	278	き 1-10	282	
198406	コバルト文庫	夏服のイヴ	ジェームス三木		4-08-610666-3		148-A	265	
198406	コバルト文庫	蕨ヶ丘物語	氷室冴子	峯村良子	4-08-610667-1		052-P	261	
198406	コバルト文庫	アフタースクール王国	田中雅美	奈知未佐子	4-08-610668-X		081-I	241	
198406	コバルト文庫	海岸通り物語	正本ノン	久保恵子	4-08-610669-8		063-L	285	
198406	コバルト文庫	薔薇の冠　銀の庭	久美沙織	かがみあきら	4-08-610670-1		088-I	277	
198406	コバルト文庫	夏への航海	水城昭彦		4-08-610671-X		102-B	270	
198406	集英社文庫コバルトY.A.シリーズ	キッシング・タイム　恋のタイム・ショック	ジョアンヌ・ウェブスター　訳：加川千津子		4-08-610672-8		149-A	264	
198406	集英社文庫コバルトY.A.シリーズ	ビギナーズ・ラブ	ノーマ・クライン　訳：杉崎和子		4-08-610673-6		112-D	263	
198407	ソノラマ文庫	裏切りのゲリラ星域	在沢伸	安田忠幸	4-257-76279-9	279	2-C	218	
198407	ソノラマ文庫	キマイラ・吼 (4)　キマイラ魔王変	夢枕獏	天野喜孝	4-257-76280-2	280	ゆ 1- 4	254	
198407	ソノラマ文庫	かいけつ親子ドン (2)　神々の熱き戦闘	小山高男	浅野佑美	4-257-76281-0	281	89-B	250	
198407	コバルト文庫	マイケル・ジャクソン	ゴードン・マチュウス　訳：小川智子		4-08-610674-4		150-A	176	
198407	コバルト文庫	写真集　マット・ディロン	編：名田貴好		4-08-610675-2		074-G	188	
198407	コバルト文庫	ザ・おもしろピープル	デヴィッド・ワルチンスキー、アーヴィング・ウォーレス　編・訳：井上篤夫		4-08-610676-0		096-I	265	
198407	コバルト文庫	永遠の恋人たち　８つの愛の物語	内山登美子		4-08-610677-9		064-E	277	
198407	コバルト文庫	若者のための人生アンチ・ガイド	クレール・レプレール、フィリップ・レプレール　編・訳：木村士郎		4-08-610678-7		151-A	297	
198407	コバルト文庫	弓月光の少女まんが家入門	弓月光		4-08-610679-5		152-A	208	
198407	コバルト文庫	刑事物語 3　潮騒の詩	片山蒼		4-08-610680-9		153-A	214	
198407	集英社文庫コバルトY.A.シリーズ	スーパーガール	ノーマ・フォックス・メイザー　訳：羽田詩津子		4-08-610681-7		144-B	294	
198408	ソノラマ文庫	エイリアン怪猫伝	菊地秀行	天野喜孝	4-257-76282-9	282	き 1-11	282	
198408	ソノラマ文庫	妖精作戦	笹本祐一	平野俊弘	4-257-76283-7	283	さ 2- 1	316	初期のイラストは若菜等
198408	コバルト文庫	ふしぎBOOK	編：グループMUSS		4-08-610682-5		154-A	212	
198408	コバルト文庫	音楽をファッションする！	竹内矢寿美、秋本陽子		4-08-610683-3		155-A	249	
198408	コバルト文庫	お笑いショート・ショート集　ヤング寄席	編：武田武彦		4-08-610684-1		045-F	261	
198408	コバルト文庫	アポロンの剣闘士 II　ブラックホールの彼方に	若桜木虔		4-08-610685-X		049-AA	271	
198408	コバルト文庫	新・銀河創世紀伝 3　逆賊の旅	藤川桂介		4-08-610686-8		072-N	243	
198408	コバルト文庫	汚れていても・愛	佐野寿人		4-08-610687-6		156-A	253	
198408	集英社文庫コバルトY.A.シリーズ	フットルース	ロバート・タイン　訳：水野みさを		4-08-610688-4		157-A	284	
198409	ソノラマ文庫	怪事件が多すぎる　幻想探偵社シリーズ (1)	清水義範	畑農照雄	4-257-76284-5	284	20-Q	220	
198409	ソノラマ文庫	巨神ゴーグ (1)	辻真先、塚本裕美子　原作：安彦良和	安彦良和、土器手司	4-257-76285-3	285	つ 2- 1	282	
198409	ソノラマ文庫	銀河旋風ブライガー	山本優	小松原一男	4-257-76286-1	286	91-A	247	
198409	コバルト文庫	なぎさボーイ	氷室冴子	渡辺多恵子	4-08-610689-2		052-Q	257	
198409	コバルト文庫	丘の家のミッキー	久美沙織	めるへんめーかー	4-08-610690-6		088-J	307	
198409	コバルト文庫	ペパーミント祭	田中雅美	うちかわひとみ	4-08-610691-4		081-J	221	
198409	コバルト文庫	ロマンチック以上	正本ノン	久保恵子	4-08-610692-2		063-M	241	
198409	コバルト文庫	いい忘れた I LOVE YOU	杉本りえ	池原しげと	4-08-610693-0		158-A	237	
198409	コバルト文庫	カルチェラタンで迷子	小室みつ子	小室みつ子	4-08-610694-9		159-A	232	
198409	コバルト文庫	高校合格700だけの英単語	木村士郎		4-08-610695-7		151-B	222	
198409	集英社文庫コバルトY.A.シリーズ	ジェニーの幸せさがし	エリザベス・マッキンタイア　訳：久米穣		4-08-610696-5		160-A	314	
198410	ソノラマ文庫	剣闘士ボロッカスの冒険 (1)	鈴木良武	畑農照雄	4-257-76287-X	287	す 1- 3	254	
198410	ソノラマ文庫	メビウスの罠　ハイスピード・ジェシー (1)	斉藤英一朗	美樹本晴彦	4-257-76288-8	288	さ 1- 5	254	
198410	ソノラマ文庫	キマイラ・吼 (5)　キマイラ菩薩変	夢枕獏	天野喜孝	4-257-76289-6	289	ゆ 1- 5	254	
198410	コバルト文庫	I LOVE YOUより愛してるから…	アン・ルイス		4-08-610697-3		161-A	253	
198410	コバルト文庫	恋する銀河	編：豊田有恒、星敬		4-08-610698-1		122-B	263	
198410	コバルト文庫	東京ラプソディ	窪田僚		4-08-610699-X		085-F	299	
198410	コバルト文庫	恋人たちの伝説　ラブ・サスペンス	南英男		4-08-610700-7		043-Q	281	
198410	コバルト文庫	SFファンタジー　アニメダマ	杉山卓		4-08-610701-5		070-K	269	
198410	コバルト文庫	小説 エースをねらえ！ 5	山本鈴美香		4-08-610702-3		128-E	203	
198410	集英社文庫コバルトY.A.シリーズ	アンナ・パブロワ	脚本：ロチャヌー・エミーリ　訳：葉月香織		4-08-610703-1		081-K	223	
198411	ソノラマ文庫	巨神ゴーグ (2)	塚本裕美子	安彦良和、土器手司	4-257-76290-X	290	つ 2- 2	254	
198411	ソノラマ文庫	原始怪獣グララ	加納一朗	祐天寺三郎	4-257-76291-8	291	か 1-23	249	
198411	コバルト文庫	愛の月占い	紅亜里		4-08-610704-X		086-B	252	
198411	コバルト文庫	水曜日には雨が降る	大和真也	逆井鋭二	4-08-610705-8		121-D	243	
198411	コバルト文庫	3時のおやつに毒薬を	久美沙織	藤原カムイ	4-08-610706-6		088-K	269	
198411	コバルト文庫	黄金のジャンヌ・ダルク（上）	若桜木虔		4-08-610707-4		049-AB	269	
198411	コバルト文庫	遅すぎた殺人事件	若山三郎		4-08-610708-2		134-B	253	
198411	コバルト文庫	星空のむこうの国	小林弘利	大嶋繁	4-08-610709-0		162-A	207	
198411	集英社文庫コバルトY.A.シリーズ	ナイトエンジェル・ステフィ	フラン・アーリック　訳：前川梓		4-08-610710-4		163-A	311	
198412	ソノラマ文庫	エイリアン魔界航路	菊地秀行	天野喜孝	4-257-76292-6	292	き 1-12	254	
198412	ソノラマ文庫	ABO殺人事件　幻想探偵社シリーズ (2)	清水義範	畑農照雄	4-257-76293-4	293	20-R	218	
198412	コバルト文庫	ジェッキー・チェン　シネマグラフティ　スパルタンX	編：名田貴好、杉目宏明		4-08-610711-2		074-H	210	
198412	コバルト文庫	はばたけ黄金の翼よ	高山芳恒	粕谷紀子	4-08-610712-0		164-A	249	
198412	コバルト文庫	そばにはいつもエンジェル	佐々木譲		4-08-610713-9		146-B	265	
198412	コバルト文庫	スターライト☆だんでぃ	火浦功	ゆうきまさみ	4-08-610714-7		165-A		
198412	コバルト文庫	恋すればA級少年	岬兄悟		4-08-610715-5		139-B	285	
198412	コバルト文庫	幸せの妖精たち	エミール・シェラザード	めるへんめーかー	4-08-610716-3		166-A		
198412	コバルト文庫	動物の親子写真集　ママが大好き		写真：内山晟	4-08-610717-1		114-C		
198412	集英社文庫コバルトY.A.シリーズ	いとしのメアリー	ラッセル・F・ディビス　訳：田中融二		4-08-610718-X		167-A	285	
