発売年月	レーベル	タイトル	著者	イラスト	ISBN	通巻番号	整理番号	ページ数	補足
199701	電撃文庫	独立降下隊ガンフェロン (1)　無防備都市	柿沼秀樹	長谷川光司	4-07-305567-4	0148	か-4-1	219	
199701	電撃文庫	パンツァーポリス1935	川上稔	しろー大野	4-8402-0557-4	0149	か-5-1	299	[第3回電撃ゲーム小説大賞＜金賞＞]
199701	電撃文庫	タイム・リープ　あしたはきのう <上>	高畑京一郎	衣谷遊	4-8402-0558-2	0146	た-5-1	225	
199701	電撃文庫	タイム・リープ　あしたはきのう <下>	高畑京一郎	衣谷遊	4-8402-0559-0	0147	た-5-2	207	
199701	富士見ファンタジア文庫	ザンヤルマの剣士　モノクロームの残映	麻生俊平	弘司	4-8291-2706-6	406	31-9	359	
199701	富士見ファンタジア文庫	呪法宇宙　カルシバの煉獄	日下部匡俊	るりあ046	4-8291-2724-4	424	76-1	357	
199701	富士見ファンタジア文庫	召喚教師リアルバウトハイスクール 1	雑賀礼史	いのうえ空	4-8291-2727-9	427	66-3	266	
199701	富士見ファンタジア文庫	杖術師夢幻帳	昆飛雄	針玉ヒロキ	4-8291-2728-7	428	78-1	407	[第8回ファンタジア長編小説大賞＜準入選＞]
199701	富士見ファンタジア文庫	魔術士オーフェンはぐれ旅　我が聖都を濡らせ血涙	秋田禎信	草河遊也	4-8291-2729-5	429	40-12	246	
199701	富士見ファンタジア文庫	ソード・ワールド・ノベル　混沌の大地 I	清松みゆき	狭霧光明	4-8291-2730-9	430	21-30	334	
199701	富士見ファンタジア文庫	封仙娘娘追宝録 4　夢をまどわす頑固者	ろくごまるに	ひさいちよしき	4-8291-2731-7	431	51-5	264	
199701	角川スニーカー文庫	新機動戦記ガンダムW operation 4　彷徨	神代創　原作：矢立肇、富野由悠季	美樹本晴彦	4-04-417704-X	10259	0-34	262	旧整理番号：77-4
199701	角川スニーカー文庫	緋面都市	樹川さとみ	田村由美	4-04-418001-6	10260	80-1	313	
199701	角川スニーカー・G文庫	ガープス・サイバーパンク　汎用PRGハイパーテクノロジーガイド	スティーブ・ジャクソン・ゲームズ　編訳：佐脇洋平、グループSNE　監修：安田均		4-04-461406-7	10262	880-6	346	
199701	角川スニーカー・G文庫	ルナル・サーガ・リプレイ　第3部 闇色の時篇 (下)	友野詳、グループSNE　監修：安田均	西村博之	4-04-461437-7	10261	881-11	336	
199701	ファミ通文庫	ファイアーエムブレム　聖戦の系譜　～シグルド編 [下]	鈴木銀一郎		4-89366-656-8	37	F1 1-2	236	ファミ通ゲーム文庫LB-140,す4-5
199701	ファミ通ゲーム文庫	サイキックフォース	高城響		4-89366-655-X	LB-143	た5-6	223	
199701	ソノラマ文庫	キャノン・ガール　銀河冒険紀	岡本賢一	鈴木雅久	4-257-76797-9	797	お 3- 5	254	
199701	ソノラマ文庫	幽霊屋敷の魔火　ナイト・ボーイズ	樋口明雄	伊藤潤二	4-257-76798-7	798	ひ 3- 1	271	
199701	スーパーファンタジー文庫	スターウィザード 6	丘野ゆうじ	四位広猫	4-08-613246-X		お1-24	280	
199701	スーパーファンタジー文庫	倭―YAMATO―　俺たちの創世記 4	花衣沙久羅	石堂まゆ、他	4-08-613247-8		か2-18	264	
199701	スーパーファンタジー文庫	闇に歌えば 11　黄金色の黎明 (後編)	瀬川貴次	藤川守	4-08-613248-6		せ1-20	221	
199701	スーパーファンタジー文庫	神の子ジェノス　神の子はみな踊る	田中啓文	なるしまゆり	4-08-613249-4		た4-6	300	
199701	ガンマ文庫	神秘の世界エルハザード　王立エルハザード大学	健部伸明、桑原忍	宮越和草、奥田淳	4-8124-0275-1		1-6	216	
199701	ガンマ文庫	さよりなパラレル外伝　マヤヤイリリぱにっく 下	工藤治　原作：竹本泉	竹本泉	4-8124-0276-X		8-2	243	
199701	C★NOVELS ファンタジア	蝶々夫人の事件簿 3	六道慧		4-12-500457-9		り1-10	238	
199701	C★NOVELS ファンタジア	亡国の微笑　華陽国志 6	狩野あざみ		4-12-500458-7		か2-6	214	
199701	コバルト文庫	万象の杖	前田珠子	高屋未央	4-08-614271-6		ま2-35	265	
199701	コバルト文庫	グラスハート (4)　嵐が丘	若木未生	橋本みつる	4-08-614272-4		わ1-23	287	
199701	コバルト文庫	炎の蜃気楼　Exaudi nos　アウディ・ノス	桑原水菜		4-08-614273-2		く5-28	202	
199701	コバルト文庫	禁断のウィスパー　Boy Doll　－ボーイ・ドール－	さいきなおこ	さいきなおこ	4-08-614274-0		さ6-13	285	
199701	コバルト文庫	きっとまた逢える　～安土夢紀行～	倉本由布	本田恵子	4-08-614275-9		く2-41	219	
199701	コバルト文庫	月の系譜　瑠璃の音	金蓮花	鷺沢しほ	4-08-614276-7		き6-12	294	
199701	コバルト文庫	春王冥府	真堂樹	浅見侑	4-08-614277-5		し8-7	220	
199701	コバルト文庫	妖精の騎士	嬉野秋彦	徳田みどり	4-08-614278-3		う3-1	265	
199701	コバルト文庫	六人の兇王子　ヴァイサルの血	荻野目悠樹	亀井高秀	4-08-614279-1		お1-1	317	
199701	コバルト文庫	救世鬼－ダーク・メサイア－　黄金の瞳燃えるとき	弓原望	秋吉くま子	4-08-614280-5		ゆ5-2	261	
199701	コバルト文庫ピンキー	花より男子 10	竹内志麻子　原作：神尾葉子		4-08-614281-3		タ3-11	201	
199701	X文庫ホワイトハート	修羅の旋律　新・霊感探偵倶楽部	新田一実	笠井あゆみ	4-06-255272-8		にA-17	255	
199701	X文庫ホワイトハート	王女リーズ　テューダー朝の青い瞳	榛名しおり	池上沙京	4-06-255273-6		はD-02	380	
199701	X文庫ホワイトハート	放課後のビューポイント　本気で欲しけりゃモノにしろ！	深沢梨絵	真木しょうこ	4-06-255274-4		ふA-07	252	
199701	X文庫ティーンズハート	静かに、愛が聴こえる	折原みと	折原みと	4-06-199723-8		お1-27	223	
199701	X文庫ティーンズハート	魔法の国の19才　旅行編	小林深雪	牧村久実	4-06-199724-6		こ2-46	211	
199701	X文庫ティーンズハート	軽井沢かぐや姫幽霊事件	風見潤	かやまゆみ	4-06-199725-4		か2-35	245	
199701	X文庫ティーンズハート	聖痕の天使誕生　ルーン・エンジェルス・サーガ 1	井上ほのか	瀬口恵子	4-06-199726-2		い1-9	325	
199701	X文庫ティーンズハート	お花畑でつかまえて	秋野ひとみ	赤羽みちえ	4-06-199727-0		あ1-11	236	
199701	X文庫ティーンズハート	キスだけじゃイヤ XI　ハートじかけの女神サマ	林葉直子	くりた陸	4-06-199728-9		は2-17	196	
199701	X文庫ティーンズハート	《教皇》がｉを説く　真・運命のタロット（1）	皆川ゆか	乱魔猫吉	4-06-199729-7		み1-14	390	
199701	パレット文庫	ハイスクール・リバティー	小高宏子	南京ぐれ子	4-09-420532-2		お1-5	203	
199701	パレット文庫	月の雫の降る夜に　―月下美少年 2―	夏樹碧	南野ましろ	4-09-420639-6		な4-9	199	
199701	パレット文庫	僕達の学園祭　泉＆由鷹シリーズ (15)	あさぎり夕	あさぎり夕	4-09-420716-3		あ6-16	204	
199701	パレット文庫	秀麗学院高校物語 (3)　聖少年	七海花音	おおや和美	4-09-420723-6		な3-8	201	
199701	パレット文庫	海の見取り図	染井吉乃	とおのぐり太	4-09-420791-0		そ1-1	201	
199701	パレット文庫	青春未満　～love boy～	冬城蒼生	黒泉らら	4-09-420811-9		ふ2-1	199	
199701	キャンバス文庫	黙の園	前田珠子	篠原のん	4-09-430034-1		ま1-4	269	
199701	キャンバス文庫	Ａの戒律	岡野麻里安	しもがやぴくす、みらい戻	4-09-430264-6		お1-4	236	
199701	キャンバス文庫	封殺鬼シリーズ (13)　マヨイガ (中)	霜島ケイ	西炯子	4-09-430323-5		し1-13	235	
199701	キャンバス文庫	白の呪眼	あさぎり夕	あさぎり夕	4-09-430342-1		あ3-2	252	
199702	電撃文庫	小説　央華封神 (3)　輝ける雪嶺の彼方	友野詳	田辺雄一郎	4-07-305610-7	0151	と-5-3	235	
199702	電撃文庫	忍者風切一平太　刺客・妖霊星	榊涼介	新名あき	4-07-305627-1	0154	さ-1-6	274	
199702	電撃文庫	狂科学ハンターREI (2)　ニコラ・テスラの塔	中里融司	小畑健	4-07-305633-6	0130	な-2-4	265	
199702	電撃文庫	セブンス・ヘヴン (1)　ミオと未緒	土門弘幸	藤本秀明	4-07-305640-9	0153	と-3-6	286	
199702	電撃文庫	JAJA姫武遊伝 (3)　オエド妖怪捕物控	中村うさぎ	衣谷遊	4-07-305656-5	0150	な-1-7	247	
