発売年月	レーベル	タイトル	著者	イラスト	ISBN	通巻番号	整理番号	ページ数	補足
197910	コバルト文庫	美千の性典	赤松光夫		4-08-610306-0		010-P		
197910	コバルト文庫	蔵王絶唱	諸星澄子		4-08-610307-9		020-F		
197910	コバルト文庫	またたかない星	小泉喜美子		4-08-610308-7		065-A		
197911	ソノラマ文庫	ピンボケ宇宙戦争	塩谷隆志	祐天寺三郎	4-257-76143-1	143	19-I	251	
197911	ソノラマ文庫	機動戦士ガンダム	富野喜幸	青鉢芳信	4-257-76144-X	144	と 1- 1	250	
197911	コバルト文庫	のぶ子の悲しみ	富島健夫		4-08-610309-5		001-AX		
197911	コバルト文庫	青春ライブ	佐伯千秋		4-08-610310-9		002-AH		
197911	コバルト文庫	白い絶唱	吹上流一郎		4-08-610311-7		053-C		
197911	コバルト文庫	愛の体験レポート　My Love　My　Way	藤木靖子		4-08-610312-5		011-J		
197911	コバルト文庫	X×Y＝恋の方程式	上田しげし		4-08-610313-3		044-C		
197911	コバルト文庫	伝説『鬼姫村伝説』	辻真先		4-08-610314-1		066-A	217	
197912	ソノラマ文庫	ポンコツタイムマシン騒動記	石川英輔	畑田国男	4-257-76145-8	145	3-F	220	
197912	ソノラマ文庫	夢魔の封印	吉津實	城ノ内あずま	4-257-76146-6	146	11-D	222	
197912	ソノラマ文庫	SLブーム殺人事件	辻真先	畑農照雄	4-257-76147-4	147	つ 1- 9	222	
197912	コバルト文庫	恋愛教室	富島健夫		4-08-610315-X		001-AY		
197912	コバルト文庫	夜明け前のさよなら	名木田恵子		4-08-610316-8		054-C		
197912	コバルト文庫	12星座　愛の詩集	藤公之介		4-08-610317-6		060-B	283	
197912	コバルト文庫	夢の中の丘をのぼって	清川妙		4-08-610318-4		007-O		
197912	コバルト文庫	レモンライムの丘	島村敬一		4-08-610319-2		039-B		
197912	コバルト文庫	さようならアルルカン	氷室冴子	こうのこのみ	4-08-610320-6		052-B	245	
