発売年月	レーベル	タイトル	著者	イラスト	ISBN	通巻番号	整理番号	ページ数	補足
200201	電撃文庫	ダブルブリッド VII	中村恵里加	たけひと	4-8402-1995-8	0616	な-7-7	299	
200201	電撃文庫	若草野球部狂想曲 EX　アンサンブル	一色銀河	美鈴秋	4-8402-2009-3	0629	い-2-4	307	
200201	電撃文庫	Missing 3　首くくりの物語	甲田学人	翠川しん	4-8402-2010-7	0624	こ-6-3	267	
200201	電撃文庫	天国に涙はいらない (5)　逝き女五枚羽子板	佐藤ケイ	さがのあおい	4-8402-2011-5	0628	さ-4-5	247	
200201	電撃文庫	ウィザーズ・ブレイン II　楽園の子供たち	三枝零一	純珪一	4-8402-2012-3	0626	さ-5-2	405	
200201	電撃文庫	キノの旅 V　―the Beautiful World―	時雨沢恵一	黒星紅白	4-8402-2013-1	0627	し-8-5	231	
200201	電撃文庫	シンフォニアグリーン	砦葉月	秋津たいら	4-8402-2014-X	0625	と-6-1	283	[第7回電撃ゲーム小説大賞＜三次選考作＞]
200201	電撃ゲーム文庫	グローランサー II	高瀬美恵	うるし原智志	4-8402-2016-6	0632	J27-02	254	
200201	富士見ファンタジア文庫	エンジェル・ハウリング 4　呪う約束―from the aspect of FURIU	秋田禎信	椎名優	4-8291-1395-2	793	40-34	285	
200201	富士見ファンタジア文庫	アンジュ・ガルディアン 2　～惨劇の聖夜	年見悟	椋本夏夜	4-8291-1399-5	797	114-2	384	
200201	富士見ファンタジア文庫	風の聖痕	山門敬弘	納都花丸	4-8291-1403-7	801	118-1	301	[第13回ファンタジア長編小説大賞＜準入選＞]
200201	富士見ファンタジア文庫	武官弁護士エル・ウィン　被害者はどこにいる？	鏡貴也	義仲翔子	4-8291-1404-5	802	111-4	286	
200201	富士見ファンタジア文庫	ラジカルあんてぃ～く 4　伝説の鍵とドジ妖精	清水文化	南島達也	4-8291-1406-1	804	83-11	299	
200201	富士見ファンタジア文庫	ストレイト・ジャケット 3　オモイデのスミカ～THE REGRET/FIRST HALF～	榊一郎	藤城陽	4-8291-1407-X	805	88-13	342	
200201	富士見ファンタジア文庫	サクラ大戦　活動写真	川崎ヒロユキ	齋藤卓也、松原秀典、Production I.G	4-8291-1408-8	806	102-7	230	
200201	角川スニーカー文庫	トラブルシューター　シェリフスターズMS mission03	神坂一	光吉賢司	4-04-414613-6	12283	46-13	266	
200201	角川スニーカー文庫	シェアード・ワールド・ノベルズ　百鬼夜翔　水色の髪のチャイカ	山本弘、高井信、秋口ぎぐる	あるまじろう	4-04-415222-5	12284	52-21	318	
200201	角川スニーカー文庫	トリニティ・ブラッド　Rage Against the Moons II　サイレント・ノイズ	吉田直	THORES柴本	4-04-418406-2	12285	84-12	281	
200201	角川スニーカー文庫	ラグナロクEX.　THE OUTSIDERS	安井健太郎	TASA	4-04-419214-6	12151	92-25	447	
200201	角川スニーカー文庫	暴れん坊プリンセス　(3) 大団円をめざせ！	細江ひろみ　監修：桝田省治	桜瀬琥姫	4-04-419510-2	12288	616-14	279	
200201	角川スニーカー文庫	レディ・ガンナーの大追跡 上	茅田砂胡	草河遊也	4-04-423102-8	12286	113-2	251	
200201	角川スニーカー文庫	ヴァンドレッド the second stage 3	もりたけし　企画・原案：GONZO、もりたけし	黒田和也、茜虎徹	4-04-424006-X	12287	122-6	254	
200201	ファミ通文庫	赤城山卓球場に歌声は響く	野村美月	依澄れい	4-7577-0709-6	223	の2 1-1	252	[第3回ファミ通エンタテインメント大賞＜最優秀賞＞]
200201	ファミ通文庫	Girl's Guard　君の歌は僕の歌	桜庭一樹	ヤスダスズヒト	4-7577-0710-X	224	さ1 2-1	253	
200201	ファミ通文庫	三ヶ月の魔法	上島拓海	アザミユウコ	4-7577-0711-8	225	か5 1-1	214	[第3回ファミ通エンタテインメント大賞＜佳作＞]
