発売年月	レーベル	タイトル	著者	イラスト	ISBN	通巻番号	整理番号	ページ数	補足
201201	電撃文庫	乙女ゲーの攻略対象になりました…。	秋目人	森沢晴行	978-4-04-870880-7	2269	あ-32-1	317	
201201	電撃文庫	VS!!　―正義の味方を倒すには―	和泉弐式	白羽奈尾	978-4-04-886160-1	2270	い-11-1	323	
201201	電撃文庫	テイルズ オブ エクシリア 2	安彦薫　原作：バンダイナムコゲームス	ufotable、佐藤夕子	978-4-04-886161-8	2268	あ-27-5	417	
201201	電撃文庫	楠木統十郎の災難な日々 (2)　史上最悪のバカンス	南井大介	イチゼン	978-4-04-886165-6	2266	み-15-4	307	
201201	電撃文庫	金は彼女の回りもの	時田唯	ひいろ	978-4-04-886166-3	2260	と-11-5	301	
201201	電撃文庫	レトロゲームマスター渋沢 2	周防ツカサ	彩季なお	978-4-04-886242-4	2257	す-8-14	303	
201201	電撃文庫	あなたが踏むまで泣くのをやめない!!	御影瑛路	nyanya	978-4-04-886243-1	2256	み-8-9	370	
201201	電撃文庫	トカゲの王 II　―復讐のパーソナリティ (上) ―	入間人間	ブリキ	978-4-04-886244-8	2255	い-9-23	277	
201201	電撃文庫	烙印の紋章 X　竜の雌伏を風は嘆いて	杉原智則	3	978-4-04-886248-6	2263	す-3-24	386	
201201	電撃文庫	龍盤七朝　DRAGONBUSTER 02	秋山瑞人	藤城陽	978-4-04-886249-3	2262	あ-8-14	326	
201201	電撃文庫	ようこそ、フェアリーズ・インへ！	小河正岳	得能正太郎	978-4-04-886250-9	2267	お-10-13	317	
201201	電撃文庫	人見知り部は健全です 2	佐野しなの	笹井さじ	978-4-04-886251-6	2265	さ-12-4	267	
201201	電撃文庫	よめせんっ！ 5	マサト真希	ごまさとし	978-4-04-886252-3	2264	ま-7-15	303	
201201	電撃文庫	乃木坂春香の秘密 (15)	五十嵐雄策	しゃあ	978-4-04-886253-0	2258	い-8-26	253	
201201	電撃文庫	回る回る運命の輪回る 2　―ビター・スイート・ビター―	波乃歌	pun2	978-4-04-886255-4	2271	な-15-2	285	
201201	電撃文庫	嫁にしろと迫る幼馴染みのために××してみた (2)	風見周	konomi	978-4-04-886256-1	2276	か-17-3	335	
201201	電撃文庫	@HOME (2)　妹といちゃいちゃしたらダメですか？	藤原祐	山根真人	978-4-04-886270-7	2261	ふ-7-27	220	
201201	富士見ファンタジア文庫	ff 3　―フェアリー・ファイル―	冴木忍	天乃咲哉	978-4-8291-3621-8	1763	さ-3 2-3	345	
201201	富士見ファンタジア文庫	GENEZ-7 ジーンズ	深見真	mebae	978-4-8291-3685-0	1827	ふ-1 1-7	265	
201201	富士見ファンタジア文庫	聖戦のレギオス 3　終わりなき夜光群	雨木シュウスケ	深遊	978-4-8291-3718-5	1860	あ-1 4-3	345	
201201	富士見ファンタジア文庫	生徒会の十代　碧陽学園生徒会議事録 10	葵せきな	狗神煌	978-4-8291-3719-2	1861	あ-3 1-10	334	
201201	富士見ファンタジア文庫	ハイスクールD×D 11　進級試験とウロボロス	石踏一榮	みやま零	978-4-8291-3720-8	1862	い-3 1-11	330	
201201	富士見ファンタジア文庫	いもうとコンプレックス！　―IC―	稲葉洋樹	代官山ゑびす	978-4-8291-3721-5	1863	い-6 1-1	298	[第23回ファンタジア大賞＜銀賞＞]
201201	富士見ファンタジア文庫	絶対服従カノジョ。　1. いいか、魔眼はつかうなよ？	春日秋人	樹人	978-4-8291-3723-9	1865	か-10 1-1	284	[第23回ファンタジア大賞＜銀賞＞]
201201	富士見ファンタジア文庫	勇者になれなかった俺はしぶしぶ就職を決意しました。	左京潤	戌角柾	978-4-8291-3724-6	1866	さ-4 1-1	285	[第23回ファンタジア大賞＜金賞＞]
201201	富士見ファンタジア文庫	ライジン×ライジン　RISING×RYDEEN	初美陽一	パルプピロシ	978-4-8291-3725-3	1867	は-2 1-1	266	[第23回ファンタジア大賞＜大賞＞]
201201	富士見ファンタジア文庫	真・天地無用！魎皇鬼外伝　天地無用！GXP 8	梶島正樹	梶島正樹	978-4-8291-3726-0	1868	か-2 1-8	410	
201201	角川スニーカー文庫	ラストエグザイル―銀翼のファム― 2	岩佐まもる　原作：GONZO	堀内修、磁油2	978-4-04-100081-6	17207	240-2	246	
201201	角川スニーカー文庫	R-15　カメラ少女の純愛スランプ!?	伏見ひろゆき	藤真拓哉	978-4-04-100082-3	17206	217-10	179	
201201	角川スニーカー文庫	ワールドエンド・ヴァルキリー 3　「あなたとずっと一緒にいたい」と女神は祈った	九重一木	蔓木鋼音	978-4-04-100083-0	17205	216-13	252	
201201	角川スニーカー文庫	地球の切り札　(3) 地球の未来は任されました。	鷹見一幸	KeG	978-4-04-425729-3	16755	140-35	317	
201201	角川スニーカー文庫	レイセン　File4:サマーウォー	林トモアキ	上田夢人	978-4-04-426628-8	17202	150-44	301	
201201	角川スニーカー文庫	墜落世界のハイダイバー 4	六塚光	オサム	978-4-04-470726-2	17147	179-26	316	
201201	角川スニーカー文庫	大奥のサクラ　現代大奥女学院まるにっ！	日日日	みやま零	978-4-04-481019-1	17203	185-24	295	
201201	ファミ通文庫	龍ヶ嬢七々々の埋蔵金 1	鳳乃一真	赤りんご	978-4-04-727786-1	1094	お10 1-1	350	[第13回エンターブレインえんため大賞＜大賞＞]
201201	ファミ通文庫	明智少年のこじつけ (1)	道端さっと	春日歩	978-4-04-727787-8	1095	み1 1-1	285	[第13回エンターブレインえんため大賞＜優秀賞＞]
201201	ファミ通文庫	キュージュツカ！ (1)	関根パン	小路あゆむ	978-4-04-727788-5	1096	せ1 1-1	253	[第13回エンターブレインえんため大賞＜特別賞＞]
201201	ファミ通文庫	SUSHI-BU! 1貫目	西野吾郎	よう太	978-4-04-727789-2	1097	せ2 1-1	316	[第13回エンターブレインえんため大賞＜特別賞＞]
201201	ファミ通文庫	B.A.D. 7　繭墨は人形の悲しみをかえりみない	綾里けいし	kona	978-4-04-727791-5	1098	あ11 1-7	317	
201201	ファミ通文庫	わたしと男子と思春期妄想の彼女たち　4 リア充ですが何か？	やのゆい	みやびあきの	978-4-04-727792-2	1099	や3 1-4	311	
201201	ファミ通文庫	アルシャードガイア リプレイ　本当のRPG	齋藤幸一、田中信二、F.E.A.R.	安達洋介、hu-ko	978-4-04-727793-9	1100	G8 7-1	380	
201201	ファミ通文庫	モンスターハンター　蒼天の証 (3)	柄本和昭	凱	978-4-04-727794-6	1101	M12 7-3	286	
201201	MF文庫J	ツノありっ！ 4　日高は△△を忘れる!?	阿智太郎	鳴海ゆう	978-4-8401-4366-0		あ-01-23	263	
201201	MF文庫J	まよチキ！ 10	あさのハジメ	菊池政治	978-4-8401-4367-7		あ-07-12	259	
201201	MF文庫J	ミカヅチ 5	榊一郎	中村龍徳	978-4-8401-4368-4		さ-03-15	257	
201201	MF文庫J	無気力勇者と知りたがり魔王	冬木冬樹	水月悠	978-4-8401-4369-1		ふ-01-09	261	
201201	MF文庫J	神聖魔法は漆黒の漆原さん	森田季節	Mitha	978-4-8401-4370-7		も-02-08	261	
201201	MF文庫J	あおはるっ！	内田俊	Tiv	978-4-8401-4371-4		う-04-04	289	
201201	MF文庫J	正捕手の篠原さん 2	千羽カモメ	八重樫南	978-4-8401-4372-1		せ-01-02	258	
201201	MF文庫J	いもうとがかり 2	月見草平	PUN2	978-4-8401-4373-8		つ-01-24	263	
201201	MF文庫J	星刻の竜騎士 VII	瑞智士記	〆鯖コハダ	978-4-8401-4374-5		み-04-07	260	
201201	スーパーダッシュ文庫	パパのいうことを聞きなさい！ 9	松智洋	なかじまゆか	978-4-08-630658-4		ま1-20	287	
201201	スーパーダッシュ文庫	ソウル・キャリバー　魂を刃にこめて (上)	飛田マンダム	JUNNY	978-4-08-630659-1		と2-2	353	
201201	スーパーダッシュ文庫	ソウル・キャリバー　魂を刃にこめて (下)	飛田マンダム	JUNNY	978-4-08-630660-7		と2-3	321	
201201	スーパーダッシュ文庫	嘘つき天使は死にました！ 2	葉巡明治	しらび	978-4-08-630661-4		は5-2	276	
201201	スーパーダッシュ文庫	オーディナリー・ワールド 3F	槙岡きあん	KL	978-4-08-630662-1		ま2-3	235	
201201	GA文庫	乙女はお姉さまに恋してる2　～黄金の檻 荊の鳥籠～	嵩夜あや	のり太	978-4-7973-6645-7	422	た-07-03	285	
201201	GA文庫	眠らない魔王とクロノのセカイ	明月千里	閏月戈	978-4-7973-6737-9	423	あ-08-06	321	
201201	GA文庫	ライトノベルの楽しい書き方 10	本田透	桐野霞	978-4-7973-6786-7	424	ほ-01-13	310	
201201	GA文庫	あやかしマニアックス！ 2	夏希のたね	犬洞あん	978-4-7973-6865-9	425	か-09-02	257	
201201	GA文庫	彼と人喰いの日常 2	火海坂猫	春日歩	978-4-7973-6866-6	426	か-10-02	259	
201201	GA文庫	優等生以上、フリョー未満な俺ら。 2	初美陽一	さくらねこ	978-4-7973-6867-3	427	は-08-02	251	
201201	HJ文庫	ひきこもりの彼女は神なのです。 4	すえばしけん	みえはる	978-4-7986-0323-0	344	す03 02-04	254	
201201	HJ文庫	百花繚乱 巻ノ拾	すずきあきら	Niθ	978-4-7986-0335-3	347	す01 02-10	322	
201201	HJ文庫	俺がヒロインを助けすぎて世界がリトル黙示録!? 3	なめこ印	和狸ナオ	978-4-7986-0336-0	348	な03 02-03	317	
201201	HJ文庫	らぶバト！ 2　反逆のサムライ乙女！	瓜亜錠	K子	978-4-7986-0337-7	349	う03 01-02	261	
201201	HJ文庫	俺は天剣を掲げ／僕は飛竜と征く 2	葛西伸哉	黒獅子	978-4-7986-0338-4	350	か01 03-02	249	
201201	ガガガ文庫	ボンクラーズ、ドントクライ	大樹連司	白味噌	978-4-09-451316-5		ガお1-11	246	
201201	ガガガ文庫	ケモノガリ 4	東出祐一郎	品川宏樹	978-4-09-451317-2		ガひ1-6	278	
201201	ガガガ文庫	人生	川岸殴魚	ななせめるち	978-4-09-451318-9		ガか5-9	262	
201201	ガガガ文庫	競泳戦隊ミズギーズ	舞阪洸	黒銀	978-4-09-451319-6		ガま3-2	301	
201201	ガガガ文庫	人類は衰退しました 3	田中ロミオ	戸部淑	978-4-09-451320-2		ガた1-11	325	新装版
201201	ガガガ文庫	人類は衰退しました 4	田中ロミオ	戸部淑	978-4-09-451321-9		ガた1-12	262	新装版
201201	ガガガ文庫	魔王が家賃を払ってくれない 2	伊藤ヒロ	魚	978-4-09-451322-6		ガい5-2	237	
201201	一迅社文庫	まほねーず☆とらいあんぐる	佐々宮ちるだ	白猫参謀	978-4-7580-4284-0		さ-02-01	285	
201201	一迅社文庫	10歳の保健体育 4	竹井10日	高見明男	978-4-7580-4290-1		た-01-05	286	
201201	一迅社文庫	鈍感な僕と鋭い彼女	にのまえあゆむ	しらび	978-4-7580-4291-8		に-03-01	254	
