発売年月	レーベル	タイトル	著者	イラスト	ISBN	通巻番号	整理番号	ページ数	補足
200101	電撃文庫	ハスタール	伏見健二	高雄右京	4-8402-1535-9	0455	ふ-5-1	298	
200101	電撃文庫	小次郎破妖録　エクスカリバー武芸帖	葛西伸哉	芝美奈子	4-8402-1707-6	0516	か-8-2	269	
200101	電撃文庫	創星の樹 (2)　リシュール・ザ・ブルーフィンガー	栗府二郎	しろー大野	4-8402-1708-4	0493	く-1-5	285	
200101	電撃文庫	キノの旅 III　―the Beautiful World―	時雨沢恵一	黒星紅白	4-8402-1709-2	0515	し-8-3	208	
200101	電撃文庫	DADDYFACE　冬魚の人魚	伊達将範	西E田	4-8402-1711-4	0514	た-9-6	453	
200101	電撃文庫	バトルシップガール (4)　戦いの果てに	橋本紡	珠梨やすゆき	4-8402-1712-2	0517	は-2-6	301	
200101	電撃文庫	タツモリ家の食卓 (3)　対エイリアン部隊	古橋秀之	前嶋重機	4-8402-1713-0	0513	ふ-3-7	204	
200101	電撃ゲーム文庫	幻想水滸伝 II (1)	堀慎二郎	石川史、八至丘翔	4-8402-1723-8	0519	J01-05	256	
200101	電撃ゲーム文庫	高機動幻想ガンパレード・マーチ	広崎悠意	きむらじゅんこ	4-8402-1724-6	0520	J17-01	221	
200101	富士見ファンタジア文庫	武官弁護士エル・ウィン	鏡貴也	義仲翔子	4-8291-1317-0	715	111-1	310	[第12回ファンタジア長編小説大賞＜準入選＞]
200101	富士見ファンタジア文庫	仮面武闘会 2　闇に躍る牙	紙谷龍生	片倉真二	4-8291-1318-9	716	106-2	279	
200101	富士見ファンタジア文庫	魔術士オーフェンはぐれ旅　我が戦場に踊れ来訪者	秋田禎信	草河遊也	4-8291-1319-7	717	40-28	222	
200101	富士見ファンタジア文庫	ドラゴンマーク 4　竜が孵るとき	友野詳	K2商会	4-8291-1321-9	719	101-4	318	
200101	富士見ファンタジア文庫	激突カンフーファイター	清水良英	しろー大野	4-8291-1322-7	720	112-1	300	[第12回ファンタジア長編小説大賞＜準入選＞]
200101	富士見ファンタジア文庫	スクラップド・プリンセス 7　通りすがりの子守歌	榊一郎	安曇雪伸	4-8291-1324-3	722	88-9	291	
200101	富士見ファンタジア文庫	覇壊の宴 2　大いなる墓標	日昌晶	やまさきもへじ	4-8291-1325-1	723	104-2	331	
200101	富士見ファンタジア文庫	無敵王トライゼノン　ガイアゼノン II　裏切りのサウスオーシャン	花田十輝	下北沢鈴成	4-8291-1327-8	725	108-5	243	
200101	角川スニーカー文庫	未来放浪ガルディーン　3 大豪快。	火浦功	出渕裕	4-04-162711-7	11792	58-6	246	
200101	角川スニーカー文庫	オーラバトラー戦記 (2)　戦士・美井奈	富野由悠季	草なぎ琢仁、中北晃二	4-04-410155-8	11787	1-24	257	
200101	角川スニーカー文庫	新・風の歌星の道 (4)　虹をこえて！	冴木忍	弘司	4-04-413823-0	11789	38-23	250	
200101	角川スニーカー文庫	シェアード・ワールド・ノベルズ　百鬼夜翔　白昼の冥路	北沢慶、川人忠明、友野詳	あるまじろう	4-04-415218-7	11791	52-18	286	
200101	角川スニーカー文庫	MPD-PSYCHO/FAKE　多重人格探偵サイコTV 第3巻	大塚英志、許月珍		4-04-419107-7	11795	117-3	138	
