発売年月	レーベル	タイトル	著者	イラスト	ISBN	通巻番号	整理番号	ページ数	補足
197801	ソノラマ文庫	スーパー・スターを奪回せよ　サウンド・ハンター (4)	和田頴太	山野辺進	4-257-76097-4	97	57-D	253	
197801	ソノラマ文庫	クラッシャージョウ 2　撃滅！宇宙海賊の罠	高千穂遙	安彦良和	4-257-76098-2	98	た 1- 2	250	
197801	コバルト文庫	かがやく愛を	三木澄子				004-K		
197801	コバルト文庫	純愛物語 (上)	富島健夫		4-08-610164-5		001-AG		
197801	コバルト文庫	愛あるとき	佐伯千秋		4-08-610165-3		002-Y		
197801	コバルト文庫	八重歯のあいつ	佐藤愛子		4-08-610167-X		006-F		
197801	コバルト文庫	水色の慕情	津村節子		4-08-610168-8		026-B		
197801	コバルト文庫	白鳥よ！永遠に気高く　オードリー・ヘップバーン物語	草鹿宏		4-08-610169-6		027-C		
197801	コバルト文庫	若い真珠	平岩弓枝		4-08-610170-X		037-C		
197801	コバルト文庫	涙は明日のために	くぼた・あつんど		4-08-610171-8		041-A		
197802	ソノラマ文庫	エスパー少年時空作戦	清水義範	小川芳	4-257-76099-0	99	20-B	218	
197802	ソノラマ文庫	宇宙の孤星　キャプテン・シャーク 3	石津嵐	石黒昇	4-257-76100-8	100	4-F	218	
197802	コバルト文庫	純愛物語 (下)	富島健夫		4-08-610172-6		001-AH		
197802	コバルト文庫	私はふりむかない	清川妙		4-08-610173-4		007-K		
197802	コバルト文庫	われら高校生	赤松光夫		4-08-610174-2		010-I		
197802	コバルト文庫	愛の十字架	藤木靖子		4-08-610175-0		011-E		
197802	コバルト文庫	美しく燃える炎を見た	上条由紀		4-08-610176-9		019-D		
197802	コバルト文庫	いつか優しい愛の日を	リン・ホール		4-08-610177-7				
197802	コバルト文庫	文彦のたたかい	野呂邦暢		4-08-610178-5		042-A		
197802	コバルト文庫	ペパーミント・ラブ	南英男		4-08-610179-3		043-A		
197802	コバルト文庫	ハムレット心中	佐々木守		4-08-610183-1		025-C		
197803	ソノラマ文庫	立ちどまれば・死	光瀬龍	中山正美	4-257-76101-6	101	45-E	220	
197803	ソノラマ文庫	SF番長ゴロー　株式学園の伝説 (3)	辻真先	畑農照雄	4-257-76102-4	102	つ 1-15	250	
197803	コバルト文庫	白鳥は悲しまず (上)	富島健夫		4-08-610180-7		001-AI		
197803	コバルト文庫	若い海流	佐伯千秋		4-08-610181-5		002-Z		
197803	コバルト文庫	花の詩集	編：新川和江		4-08-610182-3		008-D		
197803	コバルト文庫	そよ風を両手に	大木圭		4-08-610184-X		031-C		
